id,publication_PMID,publication_DOI,publication_URL,publications,summary_results,publication_type,days_to_publication_PCD,days_to_publication_CD,days_to_summary_PCD,days_to_summary_CD,days_reg_to_start,days_reg_to_CD,days_reg_to_PCD,days_reg_to_publ,is_CTgov,recruitmentStatus,is_multicentric,phase,main_sponsor,intervention_type,primary_completion_date,completion_date,publication_date,primary_completion_year,enrollment,masking,allocation,start_date,lead_or_facility,lead_cities,facility_cities,center_size
DRKS00003127,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,8,489,489,NA,no,"Recruiting complete, follow-up complete",no,I,Industry,Not given,2012-11-12,2012-11-12,NA,2012,12,Double or multiple blind,Randomized controlled trial,2011-07-20,lead,Mannheim,,small
DRKS00003218,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,5,319,319,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-07-15,2012-07-15,NA,2012,50,"NA",Single arm study,2011-09-05,lead,Heidelberg,,large
DRKS00003240,NA,10.1016/j.jcm.2015.02.003,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4371111/,FALSE,FALSE,No publ,NA,NA,NA,NA,154,808,808,NA,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2013-12-30,2013-12-30,NA,2013,200,"NA",Non-randomized controlled trial,2012-03-16,lead,Hannover,,large
DRKS00003243,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,4,16,16,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-09-17,2011-09-17,NA,2011,80,Open (masking not used),Single arm study,2011-09-05,lead,Heidelberg,,large
DRKS00003280,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,35,491,491,NA,no,"Recruiting complete, follow-up complete",no,IV,Other,Not given,2013-02-14,2013-02-14,NA,2013,25,"NA",Non-randomized controlled trial,2011-11-16,lead,Magdeburg,,small
DRKS00003374,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-874,-22,-22,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-11-08,2011-11-08,NA,2011,40,Double or multiple blind,Randomized controlled trial,2009-07-09,lead,Ulm,,large
DRKS00003377,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-99,-36,-36,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-10-26,2011-10-26,NA,2011,100,"NA",Randomized controlled trial,2011-08-24,lead,Freiburg,,large
DRKS00003515,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,1,670,670,NA,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2013-12-01,2013-12-01,NA,2013,80,"NA",Randomized controlled trial,2012-02-01,lead,Bochum,,small
DRKS00003549,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,154,593,593,NA,no,Recruiting stopped after recruiting started,yes,II,Other,Not given,2013-09-25,2013-09-25,NA,2013,40,"NA",Single arm study,2012-07-13,lead,Magdeburg,Düsseldorf,small
DRKS00003669,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-1172,502,502,NA,no,"Recruiting complete, follow-up complete",yes,I-II,Industry,Not given,2013-09-01,2013-09-01,NA,2013,30,"NA",Single arm study,2009-01-31,facility,,Aachen Berlin Dresden Duisburg Freiburg Lübeck Mainz Mannheim Tübingen,No lead center
DRKS00003807,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-1860,-914,-914,NA,no,Recruiting stopped after recruiting started,yes,I-II,Other,Not given,2010-01-01,2010-01-01,NA,2010,12,"NA",Randomized controlled trial,2007-05-31,lead,Frankfurt Münster,,large
DRKS00004038,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-1604,-961,-961,NA,no,Recruiting stopped after recruiting started,yes,II,Industry,Not given,2009-12-01,2009-12-01,NA,2009,81,"NA",Randomized controlled trial,2008-02-27,facility,,Aachen,No lead center
DRKS00004075,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-2566,-1318,-1318,NA,no,"Recruiting complete, follow-up complete",yes,IV,Industry,Not given,2009-04-01,2009-04-01,NA,2009,80,"NA",Randomized controlled trial,2005-10-31,facility,,Heidelberg,No lead center
DRKS00004108,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-2101,-1307,-1307,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2009-02-01,2009-02-01,NA,2009,56,"NA",Randomized controlled trial,2006-11-30,lead,Bonn,,large
DRKS00004141,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-1661,-1020,-1020,NA,no,"Recruiting complete, follow-up complete",yes,III,Industry,Not given,2010-01-01,2010-01-01,NA,2010,420,"NA",Randomized controlled trial,2008-03-31,facility,,Frankfurt,No lead center
DRKS00004183,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-433,-410,-410,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-08-25,2012-08-25,NA,2012,15,"NA",Other,2012-08-02,lead,Hannover,,large
DRKS00004279,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,0,75,75,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-11-17,2012-11-17,NA,2012,40,"NA",Randomized controlled trial,2012-09-03,lead,Berlin,,large
DRKS00004298,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,0,54,54,NA,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2012-09-30,2012-09-30,NA,2012,30,"NA",Single arm study,2012-08-07,lead,Erlangen,,large
DRKS00004338,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,124,396,396,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-12-31,2013-12-31,NA,2013,20,"NA",Randomized controlled trial,2013-04-03,lead,Freiburg,,large
DRKS00004340,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-352,-65,-65,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-10-31,2012-10-31,NA,2012,10,"NA",Non-randomized controlled trial,2012-01-18,lead,Freiburg,,large
DRKS00004427,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-1364,-285,-285,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-12-31,2011-12-31,NA,2011,150,"NA",Randomized controlled trial,2009-01-16,lead,Freiburg,,large
DRKS00004455,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,8,193,193,NA,no,Recruiting stopped after recruiting started,yes,II,Other,Not given,2013-04-22,2013-04-22,NA,2013,110,Double or multiple blind,Randomized controlled trial,2012-10-19,lead,Ulm,Aachen Heidelberg Würzburg,large
DRKS00004559,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-1374,-678,-678,NA,no,"Recruiting complete, follow-up complete",no,IV,Other,Not given,2011-01-21,2011-01-21,NA,2011,34,Open (masking not used),Randomized controlled trial,2009-02-24,lead,Berlin,,large
DRKS00004591,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-57,306,306,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-10-13,2013-10-13,NA,2013,200,"NA",Randomized controlled trial,2012-10-15,lead,Freiburg,,large
DRKS00004644,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-12,100,100,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-05-24,2013-05-24,NA,2013,40,"NA",Randomized controlled trial,2013-02-01,lead,Freiburg,,large
DRKS00004682,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,-413,110,110,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-05-21,2013-05-21,NA,2013,120,"NA",Randomized controlled trial,2011-12-15,lead,Hamburg,,large
DRKS00004754,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,14,189,189,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-08-30,2013-08-30,NA,2013,100,"NA",Randomized controlled trial,2013-03-08,lead,Göttingen,,small
DRKS00005293,NA,NA,NA,FALSE,FALSE,No publ,NA,NA,NA,NA,5,79,79,NA,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2013-11-29,2013-11-29,NA,2013,90,"NA",Randomized controlled trial,2013-09-16,lead,Bochum,,small
DRKS00000005,21529927,10.1016/S0140-6736(11)60237-7,http://www.sciencedirect.com/science/article/pii/S0140673611602377,TRUE,FALSE,Registry linked,666,666,NA,NA,-585,329,329,995,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2009-07-03,2009-07-03,2011-04-30,2009,450,"NA",Randomized controlled trial,2007-01-01,lead,Heidelberg,,large
DRKS00000041,NA,NA,https://www.aerzteblatt.de/pdf.asp?id=163519,TRUE,FALSE,Registry linked,1003,1003,NA,NA,-73,1176,1176,2179,no,Recruiting stopped after recruiting started,yes,Not given,Other,Not given,2012-02-15,2012-02-15,2014-11-14,2012,560,"NA",Randomized controlled trial,2008-09-14,lead,Heidelberg Ulm,,large
DRKS00000053,22021760,10.1136/bmjopen-2011-000096,https://www.ncbi.nlm.nih.gov/pubmed/22021760,TRUE,FALSE,Registry linked,343,343,NA,NA,-86,655,655,998,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2010-08-31,2010-08-31,2011-08-09,2010,140,"NA",Randomized controlled trial,2008-08-20,lead,Freiburg,,large
DRKS00000058,25317897,NA,NA,TRUE,FALSE,Registry linked,745,745,NA,NA,403,1381,1381,2126,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-09-30,2012-09-30,2014-10-15,2012,750,"NA",Randomized controlled trial,2010-01-26,lead,Freiburg,,large
DRKS00000060,22795613,10.1016/j.clinthera.2012.06.023,https://linkinghub.elsevier.com/retrieve/pii/S0149-2918(12)00386-4,TRUE,FALSE,Registry linked,780,780,NA,NA,-18,290,290,1070,no,"Recruiting complete, follow-up complete",yes,II,Other,Not given,2010-05-24,2010-05-24,2012-07-12,2010,40,"NA",Randomized controlled trial,2009-07-20,lead,Witten-Herdecke,,small
DRKS00000077,19835325,10.3928/1081597X-20090917-06,https://www.healio.com/ophthalmology/journals/jrs/2009-10-25-10/%7Bc99e60e9-c051-4c90-a5f7-2e65a525bf36%7D/early-outcomes-of-intracor-femtosecond-laser-treatment-for-presbyopia,TRUE,FALSE,Registry linked,-797,-797,NA,NA,-284,967,967,170,no,"Recruiting complete, follow-up complete",yes,III,Industry,Not given,2011-12-07,2011-12-07,2009-10-01,2011,500,Open (masking not used),"NA",2008-07-04,lead,Heidelberg,,large
DRKS00000081,22317754,NA,NA,TRUE,FALSE,Registry linked,-440,-440,NA,NA,-680,1507,1507,1067,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2013-03-31,2013-03-31,2012-01-16,2013,258,"NA",Randomized controlled trial,2007-04-05,lead,LMU München,,large
DRKS00000086,25425539,10.1002/lary.25052,https://www.ncbi.nlm.nih.gov/pubmed/25425539,TRUE,FALSE,Registry linked,1001,1001,NA,NA,136,1261,1261,2262,no,Recruiting stopped after recruiting started,no,III,Other,Not given,2012-08-03,2012-08-03,2015-05-01,2012,70,"NA",Randomized controlled trial,2009-07-05,lead,Mainz,,large
DRKS00000093,21029892,10.1016/j.jcrs.2010.06.060,http://www.sciencedirect.com/science/article/pii/S0886335010012630,TRUE,FALSE,Registry linked,335,335,NA,NA,-223,251,251,586,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2009-12-01,2009-12-01,2010-11-01,2009,200,Single blind,Randomized controlled trial,2008-08-14,lead,Leipzig,,large
DRKS00000096,21945598,10.1016/j.pec.2011.08.014,http://www.sciencedirect.com/science/article/pii/S0738399111004654,TRUE,FALSE,Registry linked,425,425,NA,NA,2,510,510,935,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2010-07-27,2010-07-27,2011-09-25,2010,200,Open (masking not used),Randomized controlled trial,2009-03-06,lead,Heidelberg,,large
DRKS00000104,24699555,10.1177/0148607114528980,http://journals.sagepub.com/doi/10.1177/0148607114528980,TRUE,FALSE,Registry linked,1130,1130,NA,NA,-176,704,704,1834,no,"Recruiting complete, follow-up complete",no,III,Other,Not given,2011-02-28,2011-02-28,2014-04-03,2011,100,"NA",Randomized controlled trial,2008-10-01,lead,Leipzig,,large
DRKS00000125,24024587,10.1186/1471-2296-14-135,https://www.ncbi.nlm.nih.gov/pubmed/24024587,TRUE,FALSE,Registry linked,715,715,NA,NA,3,847,847,1562,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-09-27,2011-09-27,2013-09-11,2011,1800,"NA",Randomized controlled trial,2009-06-05,lead,Freiburg,,large
DRKS00000138,22013492,10.3238/arztebl.2011.0653,https://www.ncbi.nlm.nih.gov/pubmed/?term=Triple-Target+Treatment+Versus+Low-Frequency+Electrostimulation+for+Anal+Incontinence,TRUE,FALSE,Registry linked,287,287,NA,NA,0,571,571,858,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2010-12-17,2010-12-17,2011-09-30,2010,80,"NA",Randomized controlled trial,2009-05-25,lead,Giessen,,small
DRKS00000145,23955468,10.1136/bmjqs-2013-001899,https://www.ncbi.nlm.nih.gov/pubmed/23955468,TRUE,FALSE,Registry linked,594,594,NA,NA,-68,810,810,1404,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-12-31,2011-12-31,2013-08-16,2011,60,"NA",Randomized controlled trial,2009-08-05,lead,Frankfurt,,large
DRKS00000150,27385076,NA,https://www.ncbi.nlm.nih.gov/pubmed/27385076,TRUE,FALSE,Registry linked,2518,2518,NA,NA,-877,42,42,2560,no,"Recruiting complete, follow-up complete",no,IV,Other,Not given,2009-07-31,2009-07-31,2016-06-22,2009,40,"NA",Non-randomized controlled trial,2007-01-24,lead,Berlin,,large
DRKS00000157,24470641,10.1542/peds.2013-1834,https://www.ncbi.nlm.nih.gov/pubmed/?term=Closed-Loop+Automatic+Oxygen+Control+(CLAC)+in+Preterm+Infants%3A+A+Randomized+Controlled+Trial,TRUE,FALSE,Registry linked,667,667,NA,NA,-120,955,955,1622,no,Recruiting stopped after recruiting started,yes,Not given,Other,Not given,2012-03-31,2012-03-31,2014-01-27,2012,54,"NA",Randomized controlled trial,2009-04-21,lead,Mainz Tübingen,,large
DRKS00000184,20442436,10.1164/rccm.200909-1451OC,https://www.ncbi.nlm.nih.gov/pubmed/20442436,TRUE,FALSE,Registry linked,216,216,NA,NA,-1178,42,42,258,no,"Recruiting complete, follow-up complete",no,II,Industry,Not given,2009-09-30,2009-09-30,2010-05-04,2009,30,"NA",Single arm study,2006-05-29,lead,Freiburg,,large
DRKS00000195,21540874,10.1038/ejcn.2011.53,https://www.ncbi.nlm.nih.gov/pubmed/21540874,TRUE,FALSE,Registry linked,175,175,NA,NA,98,385,385,560,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2010-11-10,2010-11-10,2011-05-04,2010,24,Single blind,Randomized controlled trial,2010-01-27,lead,Freiburg,,large
DRKS00000245,23768260,10.1177/070674371305800604,https://www.ncbi.nlm.nih.gov/pubmed/23768260,TRUE,FALSE,Registry linked,734,734,NA,NA,-1411,537,537,1271,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-05-29,2011-05-29,2013-06-01,2011,60,Single blind,Randomized controlled trial,2006-01-27,lead,Mainz,,large
DRKS00000337,24060708,10.1016/j.pain.2013.09.015,https://www.ncbi.nlm.nih.gov/pubmed/?term=Inpatient-based+intensive+interdisciplinary+pain+treatment+for+highly+impaired+children+with+severe+chronic+pain%3A+Randomized+controlled+trial+of+efficacy+and+economic+effects,TRUE,FALSE,Registry linked,745,745,NA,NA,-120,554,554,1299,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-09-07,2011-09-07,2013-09-21,2011,120,"NA",Randomized controlled trial,2009-11-02,lead,Witten-Herdecke,,small
DRKS00000341,24108196,10.1097/SLA.0000000000000218,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4337615/,TRUE,FALSE,Registry linked,786,786,NA,NA,-5,1045,1045,1831,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-01-04,2013-01-04,2015-03-01,2013,40,"NA",Randomized controlled trial,2010-02-19,lead,Witten-Herdecke,,small
DRKS00000449,23801785,10.4187/respcare.02596,https://www.ncbi.nlm.nih.gov/pubmed/23801785,TRUE,FALSE,Registry linked,1055,1055,NA,NA,-298,-61,-61,994,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2010-08-05,2010-08-05,2013-06-25,2010,20,"NA",Randomized controlled trial,2009-12-11,lead,Freiburg,,large
DRKS00000450,25074944,10.4187/respcare.02941,https://www.ncbi.nlm.nih.gov/pubmed/25074944,TRUE,FALSE,Registry linked,1260,1260,NA,NA,-231,133,133,1393,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-02-15,2011-02-15,2014-07-29,2011,14,"NA",Randomized controlled trial,2010-02-16,lead,Freiburg,,large
DRKS00000472,26037057,10.1016/j.neuroimage.2015.05.065,http://www.sciencedirect.com/science/article/pii/S1053811915004553,TRUE,FALSE,Registry linked,856,856,NA,NA,28,906,906,1762,no,"Recruiting complete, follow-up complete",no,I,Other,Not given,2013-01-24,2013-01-24,2015-05-30,2013,43,"NA",Non-randomized controlled trial,2010-08-30,lead,Leipzig,,large
DRKS00000481,23305245,10.1111/bcp.12079,http://onlinelibrary.wiley.com/doi/10.1111/bcp.12079/abstract,TRUE,FALSE,Registry linked,673,673,NA,NA,-29,240,240,913,no,"Recruiting complete, follow-up complete",no,I,Other,Not given,2011-03-10,2011-03-10,2013-01-11,2011,24,"NA",Single arm study,2010-06-14,lead,Heidelberg,,large
DRKS00000486,NA,NA,http://www.schattauer.de/magazine/uebersicht/zeitschriften-a-z/aerztliche-psychotherapie/inhalt/archiv/issue/1765/issue/special/manuscript/19911/show.html,TRUE,FALSE,Registry linked,NA,NA,NA,NA,-361,118,118,NA,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-12-22,2011-12-22,NA,2011,70,"NA",Randomized controlled trial,2010-08-30,lead,Greifswald,,small
DRKS00000550,24752281,10.1159/000357437,https://www.karger.com/Article/FullText/357437,TRUE,FALSE,Registry linked,472,472,NA,NA,68,767,767,1239,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-12-31,2012-12-31,2014-04-17,2012,40,"NA",Randomized controlled trial,2011-02-01,lead,Heidelberg,,large
DRKS00000573,23826245,10.1371/jourl.pone.0067235,https://www.ncbi.nlm.nih.gov/pubmed/23826245,TRUE,FALSE,Registry linked,-6,-6,NA,NA,-5,992,992,986,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-06-30,2013-06-30,2013-06-24,2013,20,"NA",Single arm study,2010-10-07,lead,Freiburg,,large
DRKS00000575,21162161,10.3325/cmj.2010.51.493,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012401/pdf/CroatMedJ_51_0493.pdf,TRUE,FALSE,Registry linked,188,188,NA,NA,-813,-133,-133,55,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2010-05-27,2010-05-27,2010-12-01,2010,880,Open (masking not used),Non-randomized controlled trial,2008-07-16,lead,Hannover,,large
DRKS00000639,24111578,10.3109/15412555.2013.829437,https://www.ncbi.nlm.nih.gov/pubmed/24111578,TRUE,FALSE,Registry linked,761,761,NA,NA,-130,236,236,997,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-09-10,2011-09-10,2013-10-10,2011,30,"NA",Non-randomized controlled trial,2010-09-09,lead,Freiburg,,large
DRKS00000644,25898895,10.1007/s00784-015-1475-7,https://www.ncbi.nlm.nih.gov/pubmed/?term=First+clinical+experiences+with+CAD%2FCAM-fabricated+PMMA-based+fixed+dental+prostheses+as+long-term+temporaries,TRUE,FALSE,Registry linked,828,828,NA,NA,-1554,-161,-161,667,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-01-14,2013-01-14,2015-04-22,2013,35,"NA",Randomized controlled trial,2009-03-23,lead,Tübingen,,large
DRKS00000651,25249361, 10.3238/arztebl.2014.0592,https://www.aerzteblatt.de/int/archive/article/161393,TRUE,FALSE,Registry linked,527,527,NA,NA,-200,686,686,1213,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-01-22,2013-01-22,2014-07-03,2013,220,"NA",Randomized controlled trial,2010-08-20,lead,Tübingen,,large
DRKS00000653,24639036,10.1007/s00520-014-2193-4,https://www.ncbi.nlm.nih.gov/pubmed/24639036,TRUE,FALSE,Registry linked,442,442,NA,NA,115,711,711,1153,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-12-31,2012-12-31,2014-03-18,2012,20,"NA",Single arm study,2011-05-15,lead,Ulm,,large
DRKS00000662,25721861,10.1159/000369468,https://www.ncbi.nlm.nih.gov/pubmed/25721861,TRUE,FALSE,Registry linked,751,751,NA,NA,-510,738,738,1489,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-01-31,2013-01-31,2015-02-21,2013,120,"NA",Randomized controlled trial,2009-09-01,lead,Greifswald,,small
DRKS00000666,22735306,10.1161/CIRCULATIONAHA.112.096370,http://circ.ahajournals.org/content/126/3/296.long,TRUE,FALSE,Registry linked,393,393,NA,NA,2,146,146,539,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-05-30,2011-05-30,2012-06-26,2011,100,Open (masking not used),Randomized controlled trial,2011-01-06,lead,Köln,,large
DRKS00000671,26554316,https://doi.org/10.3238/arztebl.2015.0683,https://www.aerzteblatt.de/int/archive/article?id=172416,TRUE,FALSE,Registry linked,826,826,NA,NA,-43,856,856,1682,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-07-05,2013-07-05,2015-10-09,2013,122,"NA",Randomized controlled trial,2011-01-18,lead,Köln,,large
DRKS00000691,23374199,10.1016/j.ctim.2012.11.003,https://www.ncbi.nlm.nih.gov/pubmed/23374199,TRUE,FALSE,Registry linked,492,492,NA,NA,4,182,182,674,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-08-03,2011-08-03,2012-12-07,2011,60,Single blind,Randomized controlled trial,2011-02-06,lead,TU München,,large
DRKS00000710,23547631,10.3109/15412555.2012.734872,http://www.tandfonline.com/doi/full/10.3109/15412555.2012.734872,TRUE,FALSE,Registry linked,944,944,NA,NA,-792,-153,-153,791,no,"Recruiting complete, follow-up complete",no,Not given,Industry,Not given,2010-09-01,2010-09-01,2013-04-02,2010,20,"NA",Randomized controlled trial,2008-12-01,lead,Freiburg,,large
DRKS00000715,23506414,10.1111/pan.12137,http://onlinelibrary.wiley.com/doi/10.1111/pan.12137/abstract,TRUE,FALSE,Registry linked,3,3,NA,NA,30,767,767,770,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-03-15,2013-03-15,2013-03-18,2013,170,"NA",Randomized controlled trial,2011-03-09,lead,Witten-Herdecke,,small
DRKS00000723,21887230,10.1371/journal.pone.0023099,https://www.ncbi.nlm.nih.gov/pubmed/21887230,TRUE,FALSE,Registry linked,694,694,NA,NA,-3005,-509,-509,185,no,"Recruiting complete, follow-up complete",no,I-II,Other,Not given,2009-10-01,2009-10-01,2011-08-26,2009,15,Open (masking not used),Other,2002-12-01,lead,Regensburg,,small
DRKS00000747,26600469,10.1016/j.janxdis.2015.10.007,https://www.ncbi.nlm.nih.gov/pubmed/?term=Fear+and+physiological+arousal+during+a+virtual+height+challenge%E2%80%94effects+in+patients+with+acrophobia+and+healthy+controls,TRUE,FALSE,Registry linked,722,722,NA,NA,0,990,990,1712,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-11-18,2013-11-18,2015-11-10,2013,105,"NA",Randomized controlled trial,2011-03-04,lead,Münster,,large
DRKS00000755,22848592,10.1371/jourl.pone.0041758,https://www.ncbi.nlm.nih.gov/pubmed/22848592,TRUE,FALSE,Registry linked,413,413,NA,NA,17,60,60,473,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2011-06-10,2011-06-10,2012-07-27,2011,44,"NA",Randomized controlled trial,2011-04-28,lead,Aachen,,small
DRKS00000767,26135690,NA,NA,TRUE,FALSE,Registry linked,817,817,NA,NA,70,988,988,1805,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2013-12-05,2013-12-05,2016-03-01,2013,438,"NA",Randomized controlled trial,2011-06-01,lead,Heidelberg Lübeck,,large
DRKS00000769,26883549,10.1007/s00701-016-2738-z,https://link.springer.com/article/10.1007%2Fs00701-016-2738-z,TRUE,FALSE,Registry linked,785,785,NA,NA,7,1004,1004,1789,no,"Recruiting complete, follow-up complete",no,IIb,Other,Not given,2013-12-23,2013-12-23,2016-02-16,2013,100,"NA",Single arm study,2011-04-01,lead,Leipzig,,large
DRKS00000788,24417206,10.1111/epi.12515,https://www.ncbi.nlm.nih.gov/pubmed/?term=A+common+SCN1A+splice-site+polymorphism+modifies+the+effect+of+carbamazepine+on+cortical+excitability%E2%80%94A+pharmacogenetic+transcranial+magnetic+stimulation+study,TRUE,FALSE,Registry linked,934,934,NA,NA,-566,80,80,1014,no,"Recruiting complete, follow-up complete",no,II,Other,Not given,2011-06-24,2011-06-24,2014-01-13,2011,106,"NA",Randomized controlled trial,2009-09-16,lead,Marburg,,small
DRKS00001901,21719235,10.1016/j.pec.2011.05.028,https://www.ncbi.nlm.nih.gov/pubmed/21719235,TRUE,FALSE,Registry linked,61,61,NA,NA,-1354,-200,-200,-139,no,"Recruiting complete, follow-up complete",yes,Not given,Other,Not given,2011-04-30,2011-04-30,2011-06-30,2011,400,Open (masking not used),Non-randomized controlled trial,2008-03-02,lead,Freiburg,,large
DRKS00003085,24172237,10.1186/cc13089,https://www.ncbi.nlm.nih.gov/pubmed/?term=Early+diagnosis+of+sepsis-related+hepatic+dysfunction+and+its+prognostic+impact+on+survival%3A+a+prospective+study+with+the+LiMAx+test,TRUE,FALSE,Registry linked,214,214,NA,NA,-1,576,576,790,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2013-03-31,2013-03-31,2013-10-31,2013,30,"NA",Single arm study,2011-09-01,lead,Berlin,,large
DRKS00003111,27343205,NA,https://www.ncbi.nlm.nih.gov/pubmed/?term=Effect+of+a+fermented+dietary+supplement+containing+chromium+and+zinc+on+metabolic+control+in+patients+with+type+2+diabetes%3A+a+randomized%2C+placebo-controlled%2C+double-blind+cross-over+study,TRUE,FALSE,Registry linked,1567,1567,NA,NA,-263,235,235,1802,no,"Recruiting complete, follow-up complete",no,Not given,Industry,Not given,2012-03-09,2012-03-09,2016-06-23,2012,35,"NA",Randomized controlled trial,2010-10-28,lead,TU München,,large
DRKS00003121,23846175,https://doi.org/10.1007/s00063-013-0269-4,https://link.springer.com/article/10.1007%2Fs00063-013-0269-4,TRUE,FALSE,Registry linked,529,529,NA,NA,1,215,215,744,no,"Recruiting complete, follow-up complete",no,Not given,Other,Not given,2012-01-31,2012-01-31,2013-07-13,2012,100,"NA",Randomized controlled trial,2011-07-01,lead,Leipzig,,large
DRKS00003170,25399481,10.1111/jdv.12823,http://onlinelibrary.wiley.com/doi/10.1111/jdv.12823/abstract,TRUE,FALSE,Registry linked,760,760,NA,NA,23,453,453,1213,no,"Recruiting complete, follow-up complete",no,IV,Other,Not given,2012-10-15,2012-10-15,2014-11-14,2012,60,"NA",Randomized controlled trial,2011-08-12,lead,Magdeburg,,small
