number_new,number,drksId,pruefer,cities_lead,cities_lead_corrected,manual_validation_cities_lead,Publication identified in which step,publication_DOI,publication_URL,article_yes_no,publication_date,unsure_about_publ_yes_no,reason,other_comments,title,firstDrksPublishDate,startDate,startDate_plannedActual,studyEnd,intervention.category0,intervention.value0,intervention.category1,intervention.value1,intervention.category2,intervention.value2,address.type0,address.affiliation0,address.firstname0,address.lastname0,address.type1,address.affiliation1,address.firstname1,address.lastname1,targetSize,recruitmentStatus,investorInitiated,monoMultiCentric,publication.category0,publication.type0,publication.value0,publication.category1,publication.type1,publication.value1,publication.category2,publication.type2,publication.value2,publication.category3,publication.type3,publication.value3,publication.category4,publication.type4,publication.value4
259,345,DRKS00010530,SW,Magdeburg,Magdeburg,Magdeburg,2,10.3238/arztebl.2020.0289,https://www.aerzteblatt.de/archiv/213628/Effekte-einer-intensivierten-Versorgung-im-Vergleich-zur-ueblichen-Versorgung-bei-akuter-Nierenschaedigung,yes,24.04.2020,no,,,Early diagnosis and Treatment of acute kidney injury,2016-05-18,2015/11/24,Actual,2016/10/26,Arm 1,"patients with acute kidney injury and usual care, Nephrology referral may be requested",Arm 2,"intensified care, all patients with acute kidney injury (AKI) receive Nephrology referral, for diagnosis of AKI a creatinine-increase based algorithm will be used according to recommendations by the KDIGO Initiative, such creatinine increase will be transferred to the treating clinician",,,Primary Sponsor,Universitätsklinikum Magdeburg,[---]*,[---]*,Contact for Scientific Queries,"Medical Faculty, Otto-von-Guericke University, Magdeburg",Michael,Haase,100,"Recruiting complete, follow-up complete",yes,Multicenter trial,,,,,,,,,,,,,,,
260,346,DRKS00010958,SW,Magdeburg,Magdeburg,Magdeburg,2,10.1007/s00330-017-5187-z,https://pubmed.ncbi.nlm.nih.gov/29344699/,yes,17.01.2018,no,,,RAD242 - MR guided Freehand-Biopsy of suspect Lesions in a 3T High Field MR-System,2016-08-26,2015/11/02,Actual,2016/07/05,Arm 1,"First, a multi-parametric imaging of the prostate with the use of endorectal coil in accordance with the routine protocol of MR prostate diagnostics.<br/>In case of suspicious lesion in the prostate, a further appointment is with the patient agreed and it used a surface coil.<br/>Following the suspicious lesion in the MRI is punctured directly in freehand technique and sent the sample for histological examination of the pathology.<br/><br/>For freehand puncture an external software from Philips GmbH (iSuite) is used. This enables the display of MR images in real time for a kind of fluoroscopic intervention.<br/><br/>In case of negative biopsy results follow up is carried out within 6-24 months with control mpMRT and PSA course.",,,,,Primary Sponsor,Universitätsklinikum Magdeburg,[---]*,[---]*,Contact for Scientific Queries,Klinik für Radiologie und NuklearmedizinUniversität Magdeburg,Jens,Ricke,88,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
370,347,DRKS00011047,SW,Magdeburg,Magdeburg,Magdeburg,3,10.1007/s00066-017-1120-2,https://pubmed.ncbi.nlm.nih.gov/28341865/,yes,24.03.2017,yes,,"scheint passend, aber ist laut Beschreibung keine interventionelle Studie (""The prospective database of a major German cancer center (University of Magdeburg), including all consecutive patients treated with iBT for AGM over 7 years, was reviewed. In the primary analysis, the efficacy and safety of iBT in the treatment of AGM was assessed. Therefore, the endpoint of the primary analysis was local tumor control (LTC). Secondary endpoints were time to untreatable progression (TTUP), time to progression (TTP), overall survival (OS), and safety variables."")
2 Auswerter waren sich sicher, 2 unsicher (1 da Registrierung sogar erst nach dem Publikationsdatum erfolgt ist)",Radioablation of adrenal gland malignomas with interstitial high-dose-rate brachytherapy: efficacy and outcome,2017-10-04,2016/11/11,Actual,2017/01/26,Arm 1,"First, a multi-parametric imaging of the adrenal glands will be performed according to the routine protocol.<br/>We performe irradiation employing the HDR brachytherapy technique based on a 10 Ci Iridium 192 source. Positioning of the brachytherapy catheters will be performed by fluoroscopy CT. After positioning of the catheters, a three-dimensional contrast-enhanced CT dataset with a slice thickness of 3 mm will be acquired and transferred to the treatment planning unit (Oncentra Brachy; Elekta/ Nucletron B.V., Veenendaal, the Netherlands). The co ordinates of the catheters in three dimensions and the tumor margin are on the basis of contrast-enhanced CT.<br/>",,,,,Primary Sponsor,Universitätsklinikum Magdeburg,[---]*,[---]*,Contact for Scientific Queries,Klinik für Radiologie und NuklearmedizinUniversität Magdeburg,Jens,Ricke,37,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
120,348,DRKS00000570,NR,Mainz,Mainz,Mainz,1,10.1186/s12888-017-1257-7 ,,yes,14.03.2017,no,,,Transfer of manualized Short Term Psychodynamic Psychotherapy (STPP based on SET) for Social Phobia into clinical practice ,2011-03-03,2011/04/26,Actual,2015/06/09,Arm 1,"manualized Short Term Psychodynamic Psychotherapy (STPP based on Supportive Expressive Therapy, SET)",Arm 2,"routine psychodynamic treatment (""treatment as usual"" without a specific training)",,,Primary Sponsor,Universitätsmedizin der Johannes Gutenberg-Universität Mainz,[---]*,[---]*,Contact for Scientific Queries,"Universitätsmedizin der Johannes Gutenberg-Universität Mainz,<br/>Klinik und Poliklinik für Psychosomatische Medizin und Psychotherapie ",Jörg,Wiltink,105,"Recruiting complete, follow-up complete",yes,Multicenter trial,Paper,http://trialsjournal.biomedcentral.com/articles/10.1186/1745-6215-12-142,Veröffentlichung des Studienprotokolls / Publication of trial protocol,Paper,http://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-017-1257-7,Veröffentlichung der Studienergebnisse / Publication of trial results,,,,,,,,,
14,349,DRKS00003217,NR,Mainz,Mainz,Mainz,0,,,,,,,,"Open monocentric clinical pilot study in COPD und Asthma patients to investigate static as well<br/>as dynamic ventilation, intrapulmonary ADC and pO2 using helium-3-MRI after inhalation of<br/>hyperpolarised helium-3 gas; a comparison with pulmonary function tests und H-MRI (long-term<br/>observation).",2011-08-22,2011/11/07,Actual,2014/11/07,Arm 1,"On the first study day three types of MRI scans should be performed on the COPD patients. First the patients receive 1-2 doses of helium of up to 50 ml of helium-3 isotope gas for prepreparation and positioning. Then three MRI measurements should follow (H-MRI and 2 He-MRIs before and after bronchodilation using salbutamol with up to 350 ml of helium-3 isotope gas per measurement) as well as the measurements of the lung function (spirometry and body plethysmography). On study day 2, which takes place one year after study day 1, the same examinations are carried out as in Study 1.",Arm 2,"On the first study day three types of MRI scans should be performed on the asthma patients. First the patients receive 1-2 doses of helium of up to 50 ml of helium-3 isotope gas for prepreparation and positioning. Then three MRI measurements should follow (H-MRI and 2 He-MRIs before and after bronchodilation using salbutamol with up to 350 ml of helium-3 isotope gas per measurement) as well as the measurements of the lung function (spirometry and body plethysmography). On study day 2, which takes place one year after study day 1, the same examinations are carried out as in Study 1.",,,Primary Sponsor,Klinik und Poliklinik für Diagnostische und Interventionelle Radiologie der Universitätsmedizin Mainz,Christoph,Düber,Contact for Scientific Queries,Klinik und Poliklinik für Diagnostische und Interventionelle Radiologie der Universitätsmedizin Mainz,Christoph,Düber,24,Recruiting stopped after recruiting started ,yes,Monocenter trial,,,,,,,,,,,,,,,
15,350,DRKS00004844,NR,Mainz,Mainz,Mainz,0,,,,,,,,"A phase 1, open-label, non-randomized, dose-finding, safety and tolerability study of orally administered Teysuno (S1) in combination with Epirubicin and Oxaliplatin in patients with advanced solid tumors",2013-06-07,2012/02/09,Actual,2015/06/04,Arm 1,Each treatment cycle is 3 weeks (14 days of S-1 treatment and 7 days recovery). Patients will be assigned to 2 cohorts sequentially. <br/>Cohort 1: S-1 20 mg/m2/dose BID<br/>Oxaliplatin 130 mg/m2 and epirubicin 50 mg/m2 1x/cycle,Arm 2,Cohort 2: <br/>S-1 25 mg/m2/dose BID<br/>Oxaliplatin 130 mg/m2 and Epirubicin 50 mg/m2 1x/Cycle,,,Primary Sponsor,Disphar International B.V.,[---]*,[---]*,Contact for Scientific Queries,Universitätsmedizin der Johannes Gutenberg-Universität Mainz<br/>I. Med. Klinik und Poliklinik<br/>Gastrointestinale Onkologie,Markus,Möhler,24,"Recruiting complete, follow-up complete",no,Multicenter trial,Paper,[---]*,[---]*,,,,,,,,,,,,
16,351,DRKS00005941,NR,Mainz,Mainz,Mainz,0,,,,,,,,"A Phase 1, Open-Label, Non-Randomized, Dose-Finding, Safety and Tolerability Study of Orally Administered Teysuno (S-1) in Combination with Epirubicin and Oxaliplatin in Patients with Advanced Solid Tumors: Part 2 – Esophagogastric Cancer",2014-02-26,2013/10/14,Actual,2015/06/04,Arm 1,Each treatment cycle is 3 weeks (14 days of S-1 treatment and 7 days recovery). Patients will be treated with the following dosing regimen: <br/>S-1 20 mg/m2/dose BID<br/>Oxaliplatin 130 mg/m2 and epirubicin 50 mg/m2 1x/cycle,,,,,Primary Sponsor,Disphar International B.V.,[---]*,[---]*,Contact for Scientific Queries,Universitätsmedizin der Johannes Gutenberg-Universität Mainz<br/>I. Med. Klinik und Poliklinik<br/>Gastrointestinale Onkologie,Markus,Möhler,12,"Recruiting complete, follow-up complete",no,Multicenter trial,,,,,,,,,,,,,,,
121,352,DRKS00006585,NR,Mainz,Mainz,Mainz,1,10.2337/dc14-2206  ,,yes,17.03.2015,no,,,"Early recognition and preventive care for persons being at risk for type 2 diabetes in community pharmacies in Bavaria, Germany ",2014-09-17,2013/10/01,Actual,2014/01/14,Arm 1,"Subjects, who have an increased risk for diabetes (at least 7 points in the diabetes risk questionnaire FINDRISC), participate in a structured lifestyle intervention program (three individual counseling sessions and five group-based lectures regarding healthy diet, weight reduction, dialy physical activity and smoking cessation). Moreover, they received written information about nutrition, physical activity and - if they need - smoking cessation.",Arm 2,"Subjects, who have an increased risk for diabetes (at least 7 points in the diabetes risk questionnaire FINDRISC) take part in three assessements of their diabetes risk factors. They receive written information regarding nutrition, physical activity and - if they need - smoking cessation. They receive no further counseling.",,,Primary Sponsor,WIPIG - Wissenschaftliches Institut für Prävention im Gesundheitswesen der Bayerischen Landesapothekerkammer,[---]*,[---]*,Contact for Scientific Queries,"Johannes-Gutenberg-Universität, Professur für Pharmakologie und Toxikologie, Fachbereich für Biochemie und Pharmazie",Kristina,Friedland,1112,"Recruiting complete, follow-up complete",yes,Multicenter trial,Paper,https://www.ncbi.nlm.nih.gov/pubmed/25784662,Diabetes Care. 2015 May;38(5):937-9. doi: 10.2337/dc14-2206. Epub 2015 Mar 17. Effects of the lifestyle intervention program GLICEMIA in people at risk for type 2 diabetes: a cluster-randomized controlled trial.,,,,,,,,,,,,
17,353,DRKS00007930,NR,Mainz,Mainz,Mainz,0,,,,,,,,Acute Effect of „electronic – cigarette“-use on vascular endothelial function,2015-05-05,2015/04/01,Actual,2016/01/26,Arm 1,Non-Smokers FMD before and after inhalation (20 min)of e-cigarette vapor with nicotine (18 µg/ml),Arm 2,Non-Smokers FMD before and after inhalation (20 min)of e-cigarette vapor with nicotine (18 µg/ml),Arm 3,historic data from one time exposure to cigarette smoke,Primary Sponsor,"Universitätsmedizin Mainz, II. Medizinische Klinik",[---]*,[---]*,Contact for Scientific Queries,II. Medizinische Klinik,Frank,Schmidt,50,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
122,354,DRKS00011143,NR,Mainz,Mainz,Mainz,1,10.1111/head.13532 ,,yes,10.04.2019,no,,,Development and Evaluation of a cognitive behavioral therapy program as prophylactic treatment of migraine in adults - Pilot study of Mainz Migraine Trail,2016-09-30,2016/10/10,Actual,2017/05/02,Arm 1,"Cognitive behavioral therapy including triggermanagement. The treatment program consists of 7 sessions group theray, each session lasting 90 minutes.  The frequency is 1 session per week, i.e. the treatment period is 7 weeks.",,,,,Primary Sponsor,"Psychologisches Institut,Johannes-Gutenberg Universität Mainz",Timo,Klan,Contact for Scientific Queries,"Psychologisches Institut,Johannes Gutenberg-Universität Mainz",Timo,Klan,10,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,[---]*,"Klan, T., Liesering‐Latta, E., Gaul, C., Martin, P. R., & Witthöft, M. (2019). An Integrative Cognitive Behavioral Therapy Program for Adults With Migraine: A Feasibility Study. Headache: The Journal of Head and Face Pain, 59(5), 741-755.",,,,,,,,,,,,
18,355,DRKS00011171,NR,Mainz,Mainz,Mainz,0,,,,,,,,Clinical effect of three additional methods (two antimicrobial photodynamic therapy systems and chlorhexidine) to non-surgical treatment of peri-implantitis: a randomized prospective study,2017-03-13,2012/03/01,Actual,2014/12/31,Arm 1,"Debridment, photodynamic therapy, Helbo Laser",Arm 2,"Debridment, photodynamic therapy, Handy sprint Laser<br/>",Arm 3,"Debridement, Irrigation with chlorhexidin",Primary Sponsor,"Klinik für Mund-, Kiefer- und Gesichtschirurgie, Plastische Operationen",Wilfried,Wagner,Contact for Scientific Queries,"Klinik für Mund-, Kiefer und Gesichtschirurgie, Plastische Operationen",Julia,Karbach,30,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
123,356,DRKS00013627,NR,Mainz,Mainz,Mainz,1,10.1186/s12904-018-0326-0 ,,yes,10.05.2018,no,,,"Dignity Therapy in Germany: A pilot study to evaluate feasibility, acceptability and cultural adaption,of a short term psychotherapeutic intervention in palliative medicine.",2017-12-22,2015/06/01,Actual,2016/04/30,Arm 1,10 health care professionals which are unfamiliar with DT will be asked to evaluate the interview protocol and the feedback questionnaire. <br/><br/>Patients that met inclusion criteria and are willing to participate receive the short-term intervention Dignity Therapy. <br/>During Dignity Therapy an interview will be conducted that serves as a basis for a document which will be handed out to a relative who was designated in advance. <br/>Afterwards patients and relatives are asked to give feedback. <br/>,,,,,Primary Sponsor,Universitätsmedizin Mainz III.Medizinische KlinikInterdisziplinäre Abteilung für Palliativmedizin,Martin,Weber,Contact for Scientific Queries,Unversitätsmedizin MainzIII Med. KlinikInterdisziplinäre Abteilung für Palliativmedizin,Sandra,Mai,70,"Recruiting complete, follow-up complete",yes,Multicenter trial,Approval of ethics comm. (mandatory for transfer to Studybox),Positives Votum II.pdf,Ethikvotum ,trial protocol (mandatory for transfer to Studybox),Ethikantrag WT DAA 2015 komplett.pdf,Ethikantrag,Abstract,Abstract_EAPC Kongress Madrid 2017.docx,Abstract EAPC Madrid 2017,Paper,https://bmcpalliatcare.biomedcentral.com/articles/10.1186/s12904-018-0326-0,Mai et al. BMC Palliative Care (2018) 17:73 ,,,
124,357,DRKS00000549,NR,Mannheim,Mannheim,Mannheim,1,10.3238/arztebl.2016.0001 ,,yes,11.01.2016,no,,,The surgical treatment of obstructive sleep apnea (OSA) using tonsillectomy with uvulapalatopharyngoplasty - A clinical randomized study ,2010-09-08,2010/02/03,Actual,2015/01/12,Arm 1,Surgical Group:<br/><br/>Visit  0:<br/> 1 Night Polysomnography<br/> Checking of the inclusion and exclusion criterias<br/> Information about the study and informed consent<br/> Registration of daytime sleepiness using a questionnaire<br/> Registration of daytime sleepiness using pupillometry<br/> Registration of various other questionnaires <br/> Taking of blood sample<br/> Registration of heart rate and blood pressure<br/> Randomization<br/><br/>Visit 1:<br/>(up to 1 Month after Visit 0) <br/> TE-UPPP <br/><br/>Visit 2: <br/>(about 3 Month after Visit 1)<br/> Registration of daytime sleepiness using a questionnaire<br/> Registration of daytime sleepiness using pupillometry<br/> Registration of various other questionnaires <br/> Taking of blood sample<br/> Registration of heart rate and blood pressure<br/> 1 Night Polysomnography,Arm 2,Non-Surgical Group:<br/><br/>Visit  0:<br/> 1 Night Polysomnography<br/> Checking of the inclusion and exclusion criterias<br/> Information about the study and informed consent<br/> Registration of daytime sleepiness using a questionnaire<br/> Registration of daytime sleepiness using pupillometry<br/> Registration of various other questionnaires <br/> Taking of blood sample<br/> Registration of heart rate and blood pressure<br/> Randomization<br/><br/>Visit 2: <br/>(3 Month after Visit 0)<br/> Registration of daytime sleepiness using a questionnaire<br/> Registration of daytime sleepiness using pupillometry<br/> Registration of various other questionnaires <br/> Taking of blood sample<br/> Registration of heart rate and blood pressure<br/> 1 Night Polysomnography<br/><br/> The exact time of the TE-UPPP is set by the patient after completion of the study,,,Primary Sponsor,HNO-Univ.-Klinik Mannheim,Boris A.,Stuck,Contact for Scientific Queries,HNO-Univ.-Klinik Mannheim,J. Ulrich,Sommer,50,"Recruiting complete, follow-up complete",yes,Multicenter trial,Paper,[---]*,"Sommer JU, Heiser C, Gahleitner C, Herr RM, Hörmann K, Maurer JT,   Stuck BA: Tonsillectomy with uvulopalatopharyngoplasty in obstructive sleep  apnea—a two-center randomized controlled trial.   Dtsch Arztebl Int 2016; 113: 1–8.  DOI: 10.3238/arztebl.2016.0001",,,,,,,,,,,,
125,358,DRKS00004313,NR,Mannheim,Mannheim,Mannheim,1,10.1111/ejh.12994 ,,yes,07.11.2017,no,,,Randomized comparison of two different treatment concepts in newly diagnosed acute promyelocytic leukemia (APL).<br/>A randomized study for comparison of the effects of ATRA and intensified double induction therapy incorporating high dose ara-C followed by TAD consolidation and cyclic maintenance therapy (AMLCG concept) and induction therapy with ATRA and idarubicin (AIDA) followed by three anthracyclin/ATRA- based consloidation courses and maintenance therapy (PETHEMA conzept).<br/><br/><br/><br/>,2012-08-20,2005/11/24,Actual,2015/12/31,Arm 1,"AMLCG arm:<br/>The treatment concept consists of induction therapy (double induction), consolidation therapy and maintenance therapy. The treatment intensification is stratified according to the age of the patient. The induction therapy consists of all-trans-retinoic acid (Vesanoid®) 45 mg/m²/day and simultaneous chemotherapy with TAD. The second induction cycle, HAM with high dose cytarabine (ara-C) is scheduled at day 21 after the start of TAD, independent of the recovery of peripheral blood counts. In elderly patients aged over 60 years the second induction cycle (HAM with reduced ara-C-dose) is at the discretion of the treating physician. ATRA is continued until complete hematological remission or for a maximum of 90 days. Details of therapy: TAD: 6-thioguanine (6-TG) 100 mg/m² orally every 12 hours (h), days 3-9, ara-C 100 mg/m² by continuous intravenous (i.v.) infusion, days 1-2, thereafter 100 mg/m² as i.v. infusion every 12h, days 3-8, daunorubicin (DNR) 60 mg/m² i.v. infusion, days 3-5. HAM: ara-C 3g/m² (in patients over 60 years 1g/m² instead of 3g/m²) i.v. infusion every 12h, days 1-3, mitoxantrone 10 mg/m² i.v. infusion, days 3-5. Consolidation therapy with one cycle TAD starts two to four weeks after CR followed by two-years monthly maintenance therapy consisting of ara-C 200 mg/m²/day s.c. over 5 days combined with either DNR 45 mg/m² i.v., days 3 and 4 (course 1), or 6-TG 200 mg/m²/day orally over 5 days (course 2 and 4), or cyclophosphamide 1g/m2 i.v., day 3 (course 3). The sequence is restarted with DNR (course 5). After a cumulative DNR dose of 540 mg/m², DNR is replaced by 6-TG. In each course ATRA 45 mg/m² is given from day1 to 7.<br/>",Arm 2,"PETHEMA arm:<br/>The treatment regimen consists of induction therapy, consolidation and maintenance therapy.<br/>The intensity of the therapy is stratified according to the relapse risk Score (Sanz Score), which was established on the basis of the Spanish and Italian protocols. Low risk: initial white blood cell (WBC) count <10000/µl and platelet count >40000/µl, intermediate risk: initial WBC count <10000/µl and platelet count <40000/µl, high risk: initial WBC count >10000/µl.<br/>The induction therapy consist of all-trans retinoic acid (ATRA, Vesanoid®) 45 mg/m2/day orally and Idarubicin 12 mg/m² intravenously (i.v.) at days 2,4,6,8. ATRA is given until complete hematological remission or for a maximum of 90 days. The consolidation therapy comprises three cycles. <br/>Consolidation course 1: low risk patients: idarubicin 5 mg/m²/day i.v., days 1-4; intermediate and high risk patients: idarubicin 7 mg/m²/day, days 1-4, ATRA 45 mg/m² orally at days 1-15, in all risk groups. Consolidation course 2 (uniform therapy for all risk groups): Mitoxantrone 10 mg/m² i.v. at days 1-15, ATRA 45 mg/m² orally at days 1-15. Consolidation course 3: low risk patients: idarubicin 12 mg/m² i.v. at day 1; intermediate and high risk patients idarubicin 12 mg/m² at days 1 and 2, ATRA 45 mg/m² orally at days 1-15 in all risk groups. The maintenance therapy is prospected for two years and consist of s 6-Mercaptopurin (Purinethol®), methotrexate and ATRA (6-mercaptopurin 50 mg/m²/day orally, methotrexate 15 mg/m²/week orally, ATRA 45 mg/m²/day orally for 15 days every three months. <br/>",,,Primary Sponsor,Universitätsklinikum Mannheim,[---]*,[---]*,Contact for Scientific Queries,Universitätsklinikum Mannheim,Eva,Lengfelder,100,"Recruiting complete, follow-up complete",yes,Multicenter trial,Paper,[---]*,"Lengfelder E, Görlich D, Nowak D, et al. Frontline therapy of acute promyelocytic leukemia: Randomized comparison of ATRA and intensified chemotherapy versus ATRA and anthracyclines. Eur J Haematol. 2018;100:154–162. https://doi.org/10.1111/ejh.12994",,,,,,,,,,,,
19,359,DRKS00004328,NR,Mannheim,Mannheim,Mannheim,0,,,,,,,,Prospectiv randomized study about laparoscopic supracervical hysterectomy with and without assistance,2012-08-22,2012/08/21,Actual,2015/04/29,Arm 1,Perfoming a laparoscopic supracervical hysterectomy with the Einstein Vision System (Aesculap) without an additional assistant,Arm 2,Perfoming a laparoscopic supracervical hysterectomy with the Einstein Vision System (Aesculap) with an additional assistant,,,Primary Sponsor,Universitätsklinikum Mannheim,[---]*,[---]*,Contact for Scientific Queries,Universitätsklinikum Mannheim,Amadeus,Hornemann,60,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
126,360,DRKS00004865,NR,Mannheim,Mannheim,Mannheim,1,10.1002/hed.24917 ,,yes,09.10.2017,no,,,The impact of different humidification techniques in newly tracheotomized patients - an ex vivo study,2013-06-04,2013/06/01,Actual,2017/05/30,Arm 1,Provisioning of cold air humidification system to the newly tracheotomized patient.,Arm 2,Provisioning of high-flow warm air humidification  system to the newly tracheotomized patient.,,,Primary Sponsor,Universitätsklinikum Mannheim,[---]*,[---]*,Contact for Scientific Queries,Univ.-HNO-Klinik Mannheim,J. Ulrich,Sommer,20,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,[---]*,"2017 Head & Neck; Heated air humidification versus cold air nebulization in newly tracheostomized patients; Richard Birk, Alexander Händel, Angela Wenzel, Benedikt Kramer  Christoph Aderhold Karl Hörmann Boris A. Stuck J. Ulrich Sommer",,,,,,,,,,,,
449,361,DRKS00005267,NR,Mannheim,none,-,9,,,,,,,ZI Mannheim – doesn‘t seem to be part of the UMC,Modulation of the brain through directed challenge of the ascending reticular actiovationsystem (ARAS) or of the dopaminergic system through measurement of a standardized fMRI battery in healthy volunteers,2013-09-23,2014/02/10,Actual,2014/12/18,Arm 1,group A one time oral intake 3mg haloperidol,Arm 2,group A one time intake 7.5 mg olanzapine,Arm 3,group A placebo,Primary Sponsor,ZI Mannheim,Andreas,Meyer-Lindenberg,Contact for Scientific Queries,ZI Mannheim,Oliver,Grimm,72,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,[---]*,"Cao H, Plichta MM, Schafer A, Haddad L, Grimm O, Schneider M, Esslinger C, Kirsch P, Meyer-Lindenberg A, Tost H (2014) Test-retest reliability of fMRI-based graph theoretical properties during working memory, emotion processing, and resting state. NeuroImage 84:888-900.",Paper,[---]*,"Francois J, Grimm O, Schwarz AJ, Schweiger J, Haller L, Risterucci C, Bohringer A, Zang Z, Tost H, Gilmour G, Meyer-Lindenberg A (2016) Ketamine Suppresses the Ventral Striatal Response to Reward Anticipation: A Cross-Species Translational Neuroimaging Study. Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology 41:1386-1394.",Paper,[---]*,"Gass N, Schwarz AJ, Sartorius A, Schenker E, Risterucci C, Spedding M, Zheng L, Meyer-Lindenberg A, Weber-Fahr W (2014) Sub-Anesthetic Ketamine Modulates Intrinsic BOLD Connectivity Within the Hippocampal-Prefrontal Circuit in the Rat. Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology 39:895-906.",Paper,[---]*,"Grimm O, Gass N, Weber-Fahr W, Sartorius A, Schenker E, Spedding M, Risterucci C, Schweiger JI, Bohringer A, Zang Z, Tost H, Schwarz AJ, Meyer-Lindenberg A (2015) Acute ketamine challenge increases resting state prefrontal-hippocampal connectivity in both humans and rats. Psychopharmacology 232:4231-4241.",Paper,[---]*,"Plichta MM, Grimm O, Morgen K, Mier D, Sauer C, Haddad L, Tost H, Esslinger C, Kirsch P, Schwarz AJ, Meyer-Lindenberg A (2014) Amygdala habituation: A reliable fMRI phenotype. NeuroImage 103:383-390."
450,362,DRKS00005268,NR,Mannheim,none,-,9,,,,,,,ZI Mannheim – doesn‘t seem to be part of the UMC,A pharmacological provocation of the glutamatergic and the cholinergic system. A fMRI study.,2013-09-12,2013/09/01,Actual,2014/03/19,Arm 1,40 min  ketamine infusion 0.5 mg /kg body weight,Arm 2,0.4 µg scopolamine infusion per kg bodyweight for 15 min ,Arm 3,waterinfusion 40 min (placebo),Primary Sponsor,ZI Mannheim,Andreas,Meyer-Lindenberg,Contact for Scientific Queries,ZI Mannheim,Oliver,Grimm,24,"Recruiting complete, follow-up complete",yes,Monocenter trial,Paper,[---]*,"Cao H, Plichta MM, Schafer A, Haddad L, Grimm O, Schneider M, Esslinger C, Kirsch P, Meyer-Lindenberg A, Tost H (2014) Test-retest reliability of fMRI-based graph theoretical properties during working memory, emotion processing, and resting state. NeuroImage 84:888-900.",Paper,[---]*,"Francois J, Grimm O, Schwarz AJ, Schweiger J, Haller L, Risterucci C, Bohringer A, Zang Z, Tost H, Gilmour G, Meyer-Lindenberg A (2016) Ketamine Suppresses the Ventral Striatal Response to Reward Anticipation: A Cross-Species Translational Neuroimaging Study. Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology 41:1386-1394.",Paper,[---]*,"Gass N, Schwarz AJ, Sartorius A, Schenker E, Risterucci C, Spedding M, Zheng L, Meyer-Lindenberg A, Weber-Fahr W (2014) Sub-Anesthetic Ketamine Modulates Intrinsic BOLD Connectivity Within the Hippocampal-Prefrontal Circuit in the Rat. Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology 39:895-906.",Paper,[---]*,"Grimm O, Gass N, Weber-Fahr W, Sartorius A, Schenker E, Spedding M, Risterucci C, Schweiger JI, Bohringer A, Zang Z, Tost H, Schwarz AJ, Meyer-Lindenberg A (2015) Acute ketamine challenge increases resting state prefrontal-hippocampal connectivity in both humans and rats. Psychopharmacology 232:4231-4241.",Paper,[---]*,"Plichta MM, Grimm O, Morgen K, Mier D, Sauer C, Haddad L, Tost H, Esslinger C, Kirsch P, Schwarz AJ, Meyer-Lindenberg A (2014) Amygdala habituation: A reliable fMRI phenotype. NeuroImage 103:383-390."
451,363,DRKS00005442,NR,Mannheim,none,-,9,,,,,,,ZI Mannheim – doesn‘t seem to be part of the UMC,Modulaton of stress analgesia with tetrahydrocannabinol or cannabidiol,2013-11-28,2014/02/07,Actual,2014/12/18,Arm 1,10 mg Tetrahydrocannabinol as oral capsule,Arm 2,600 mg Cannabidiol as oral capsule,Arm 3,Placebo capsule,Primary Sponsor,Zentralinstitut für Seelische Gesundheit,Herta,Flor,Contact for Scientific Queries,ZI Mannheim,Martin,Löffler,25,"Recruiting complete, follow-up complete",yes,Monocenter trial,,,,,,,,,,,,,,,
