nct_id;cities_lead;brief_title;official_title;study_first_submitted_date;start_date;start_date_type;completion_date;completion_date_type;PI_name;PI_affiliation;interventions;overall_status;phase;enrollment;enrollment_type;were_results_reported
NCT01445171;Hannover;Surgical Treatment of Aortic Stenosis With a Next Generation Surgical Aortic Valve;Surgical Treatment of Aortic Stenosis With a Next Generation Surgical Aortic Valve;2011-08-05;2010-01-31;;2017-12-31;Actual;Prof Axel Haverich;MHH Hannover;Aortic Valve Replacement with EDWARDS INTUITY Valve System;Completed;N/A;295;Actual;TRUE
NCT01443260;Tübingen;A Study of GL-ONC1, an Oncolytic Vaccinia Virus, in Patients With Advanced Peritoneal Carcinomatosis;Phase I/II Study of Intraperitoneal Administration of GL-ONC1, a Genetically Modified Vaccinia Virus, in Patients With Peritoneal Carcinomatosis;2011-09-20;2012-02-29;;2014-09-30;Actual;Ulrich M. Lauer, Prof. Dr. med.;University Hospital Tuebingen;GL-ONC1;Completed;Phase 1/Phase 2;9;Actual;FALSE
NCT01442610;Dresden;Effects of Rasagiline on Sleep Disturbances in Parkinson's Disease;Effects of Rasagiline on Sleep Disturbances in PD: A Single Center, Randomized, Double-blind, Placebo run-in, Polysomnographic Clinical Phase IV Trial;2011-09-23;2011-10-31;;2015-09-30;Actual;Alexander Storch, MD;Dresden University of Technology, Dept. of Neurology;Rasagiline | Placebo;Completed;Phase 4;30;Actual;FALSE
NCT01440062;Charite;Efficacy of Vitamin D Supplementation in Multiple Sclerosis (EVIDIMS);Phase II Study of Efficacy of Vitamin D Supplementation in Multiple Sclerosis;2011-09-19;2011-12-31;;2017-06-30;Actual;Jan-Markus Dörr, Dr.;Charite;Verum arm receiving Vitamin D oil | low dose arm receiving neutral oil and 400 IU/g of Vitamin D every second day;Terminated;Phase 2;55;Actual;FALSE
NCT01439958;Munich;Long-term Safety Follow-up Study in the Prevention of Bronchiolitis Obliterans Syndrome (BOS);A Long-term Safety Follow-up Study of L-CsA Therapy for Patients Who Participated in Study 12011.201 and Volunteered to Continue or to Cross-over to L-CsA Inhalation Therapy;2011-09-22;2012-02-29;;2014-12-31;Actual;Claus Neurohr, MD;Ludwig-Maximilians - University of Munich;Inhalation;Terminated;Phase 3;14;Actual;FALSE
NCT01435057;Leipzig;Effects of Different Exercise Training Regimens on Visceral Fat Dynamic and Resting Energy Expenditure in Obese Patients;Monocentric, Randomized, Controlled Study for Reduction on Visceral Fat Dynamic and Resting Energy Expenditure in Obese Patients Via Strength Versus Endurance Training (STEN Study - STrength Versus ENdurance Training);2011-05-11;2011-04-30;;2016-04-30;Anticipated;Matthias Blüher, prof., MD;University of Leipzig;exercise training;Unknown status;N/A;200;Anticipated;FALSE
NCT01434589;Mainz;Effects of a Manualized Short-term Treatment of Internet and Computer Game Addiction;Effects of a Manualized Short-term Treatment of Internet and Computer Game Addiction;2011-09-08;2012-01-31;;2017-08-31;Actual;M. E. Beutel, Prof. Dr.;University Medical Center Mainz, Department of Psychosomatic Medicine and Psychotherapy;STICA Intervention;Completed;N/A;187;Actual;FALSE
NCT01433523;Rostock;House Dust Mite Treatment of Asthma. The MITRA Trial House Dust Mite Treatment of Asthma;Efficacy of ALK House Dust Mite Allergy Immunotherapy Tablet in Subjects With House Dust Mite Induced Asthma. The MITRA Trial;2011-08-26;2011-08-31;;2014-02-28;Actual;Christian Virchow, Prof.Dr.med.;Dept. fof Pneumology, University Clinic Rostock, Ernst-Heydemann-Str. 6, 18057 Rostock, Germany;ALK HDM AIT Placebo | ALK HDM AIT 6 DU | ALK HDM AIT 12 DU;Completed;Phase 3;834;Actual;FALSE
NCT01431222;Munich;Abrogation of Mitral Regurgitation Using the MitraClip System in High-Risk Patients Unsuitable for Surgery;Interventional Strategy to Abrogate Mitral Regurgitation Using the MitraClip System in High-Risk Patients Considered Unsuitable for Surgery (ISAR-CLIP);2011-09-07;2011-09-30;;2014-09-30;Anticipated;Joerg Hausleiter, MD;Deutsches Herzzentrum Muenchen;percutaneous treatment by implanting a Mitra Clip device;Unknown status;Phase 4;100;Anticipated;FALSE
NCT01427686;Ulm;Dopamine Versus Dobutamine for Treatment of Arterial Hypotension in Term and Preterm Neonates;Effect of Dobutamine as Compared to Dopamine on Cerebral Oxygenation, Mean Arterial Pressure and Cerebral Hemodynamics in Term and Preterm Neonates With Arterial Hypotension;2011-08-31;2011-06-30;;2016-12-31;Anticipated;Manuel B Schmid, Dr. med.;University of Ulm;Dobutamine | Dopamine;Unknown status;Phase 4;20;Anticipated;FALSE
NCT01426633;Heidelberg Mannheim;Combination Therapy of Gemcitabine and Trabectedin in L-sarcomas;Phase I Dose Escalating Trial Evaluating the Combination of Gemcitabine and Trabectedin in Patients With Advanced and/or Metastatic Leiomyosarcoma or Liposarcoma;2011-08-29;2011-11-30;;2014-12-31;Actual;Bernd Kasper, MD, PhD;University of Heidelberg, Mannheim University Medical Center;Gemcitabine + Trabectedin;Completed;Phase 1;5;Actual;FALSE
NCT01425957;Duisburg Leipzig;Identification of Biomarkers Sensitive to Disease Progression in Patients With Mild Cognitive Impairment;Identification of Biomarkers Sensitive to Disease Progression in Patients With Mild Cognitive Impairment: a Two-part Clinical Study. PartA: Multisite MRI Acquisition, Protocol Harmonization. PartB: Identification of Biomarkers Sensitive to Disease Progression in Patients With Mild Cognitive Impairment: a Clinical Study;2011-08-26;2011-12-31;;2015-10-31;Actual;Peter Schönknecht, MD;Universitätsklinikum Leipzig, Department of Psychiatry and Nuclear Medicine, Leipzig, Germany;Lumbar puncture;Completed;N/A;229;Actual;FALSE
NCT01423747;Schleswig-Holstein;Allogeneic Stem Cell Transplantation in Children and Adolescents With Acute Lymphoblastic Leukaemia;Allogeneic Stem Cell Transplantation in Children and Adolescents With Acute Lymphoblastic Leukaemia;2011-08-25;2003-07-31;;2016-09-30;Anticipated;Martin Schrappe, MD, Prof.;ALL BFM study center Kiel, Germany;VP16 | TBI | VP16, ATG | TBI | Fludarabine, OKT3, Treosulfan, Thiotepa | VP16, ATG | TBI;Unknown status;Phase 3;400;Anticipated;FALSE
NCT01422499;Heidelberg;Vorinostat in Children;Phase I/II Intra-patient Dose Escalation Study of Vorinostat in Children With Relapsed Solid Tumor, Lymphoma or Leukemia;2011-08-03;2012-03-31;Actual;2017-03-24;Actual;Olaf Witt, Prof. Dr.;University Hospital Heidelberg and German Cancer Research Center (DKFZ);zolinza/vorinostat;Completed;Phase 1/Phase 2;50;Actual;FALSE
NCT01420744;Hannover;Safety and Efficacy Study of BT086 to Evaluate Adjunctive Therapy in sCAP;A Randomized, Double-blind, Placebo-controlled, Multicenter, Parallel-group, Adaptive Group-sequential Phase II Study, to Determine the Efficacy and Safety of BT086 as an Adjunctive Treatment in Severe Community Acquired Pneumonia (sCAP);2011-08-19;2011-08-31;;2015-04-30;Actual;Tobias Welte, MD;Hannover Medical School;BT086 | 1% Human Albumin infusion;Completed;Phase 2;160;Actual;FALSE
NCT01419002;Munich;Study to Evaluate if Neoadjuvant Radiotherapy Improves Recurrence Free Survival in Pancreatic Head Cancer;Neoadjuvant Radiotherapy in Patients With Primary Resectable Adenocarcinoma of the Pancreatic Head Plus Adjuvant Chemotherapy: a Randomized Controlled Phase III Trial;2011-08-13;2011-10-31;;2014-10-31;Actual;Helmut M Friess, Prof. MD;Technische Universität München;neoadjuvant RTx | Surgery;Terminated;Phase 3;5;Actual;FALSE
NCT01417949;Hamburg;Immediate Versus Deferred Antiretroviral Therapy in HIV-infected Patients Presenting With Acute AIDS-defining Events;Immediate Versus Deferred Antiretroviral Therapy in HIV-infected Patients Presenting With Acute AIDS-defining Events (IDEAL-Study);2011-08-10;2011-08-31;;2015-05-31;Actual;Stefan Schmiedel, MD;Infectious Diseases Unit, University Medical Center Hamburg-Eppendorf;Time of starting antiretroviral therapy;Completed;Phase 4;61;Actual;FALSE
NCT01414231;Leipzig;Comparison of the OSHO Protocol to a Standard Arm Protocol of the German AML Intergroup in Patients With AML<60a;Randomised Comparison of OSHO Induction vs. the German AML Intergroup Standard, Randomised Comparison of AraC/Mtx vs. Flu/AraC/Mtx in Pts Without CR After One Induction Cycle and Randomized Comparison of One vs. Two Consolidation Therapies.;2011-08-05;2002-04-30;;2014-07-31;Anticipated;Dietger Niederwieser, MD;University of Leipzig;Cytarabine;Unknown status;Phase 3;850;Anticipated;FALSE
NCT01413243;Charite;Trichuris Suis Ova (TSO)in Recurrent Remittent Multiple Sclerosis and Clinically Isolated Syndrome;Trichuris Suis Ova (TSO)in Recurrent Remittent Multiple Sclerosis and Clinically Isolated Syndrome - A Monocentric, Prospective, Randomized, Double-blind and Placebo-controlled Phase 2 Trial;2011-08-08;2012-09-30;;2017-06-30;Anticipated;Berit Rosche, M.D.;Charité-University;Trichuris suis ova;Terminated;Phase 2;50;Anticipated;FALSE
NCT01412970;Hamburg;Non-invasive Measurement of Central Hemodynamics by Electrical Impedance Tomography;Non-invasive Measurement of Central Hemodynamics and Heart-lung Interactions by Electrical Impedance Tomography;2011-08-08;2016-07-31;;2017-03-31;Anticipated;Daniel A Reuter, MD;Universitätsklinikum Hamburg-Eppendorf;volume loading;Unknown status;N/A;30;Anticipated;FALSE
NCT01409876;Erlangen;HistScanning- Based PDR Brachytherapy in Prostate Cancer HistoScanning- Based Interstitial PDR Brachytherapy;HistoScanning- Based Dose-painting Image-guided Interstitial PDR-brachytherapy in Prostate Cancer - a Phase II Trial;2011-08-03;2011-09-30;;2016-09-30;Anticipated;;;brachytherapy;Unknown status;Phase 2;100;Anticipated;FALSE
NCT01409824;Heidelberg;Health Care Intervention Research- Improving Pre-natal and Maternal Care;Health Care Intervention Research-Quality of Prenatal and Maternal Care: Bridging the Know-do Gap (QUALMAT);2011-08-03;2009-05-31;;2014-04-30;Anticipated;;;CDSS;Unknown status;N/A;36;Anticipated;FALSE
NCT01407965;Ulm;Pharmacokinetics of Carbapenem Antibiotics in Obese Patients.;Offene, Monozentrische, Nicht Kontrollierte Und Nicht Randomisierte Phase IV-Studie Zur Bestimmung Der Pharmakokinetik Von Carbapenemen in adipösen Patienten.;2011-07-26;2012-04-30;;2015-07-31;Actual;Doris Henne-Bruns, PhD;University of Ulm;microdialysis catheter | microdialysis catheter;Completed;Phase 4;13;Actual;FALSE
NCT01407861;Duisburg;Aerobic Endurance Training vs. Relaxation Training in Patients With Migraine;Aerobic Endurance Training Versus Relaxation Training in Migraine Prophylaxis;2011-08-01;2011-07-31;;2014-11-30;Actual;Charly Gaul, MD;Department of Neurology, University of Duisburg-Essen;Relaxation Training | Aerobic endurance Training;Completed;N/A;56;Actual;FALSE
NCT01407848;Köln;Trial on Treatment With Inhaled Furosemide of Preterm and Term Neonates With Transient Tachypnoea;Trial on Treatment With Inhaled Furosemide of Preterm and Term Neonates With Transient Tachypnoea;2011-07-28;2012-01-31;;2015-07-31;Actual;Bernhard Roth, Prof. Dr.;University Cologne;Furosemide | Saline 0,9%;Completed;Phase 2;20;Actual;FALSE
NCT01407679;Münster;Efficacy and Safety of Oral Alitretinoin (Toctino®) in the Treatment of Patients With Cutaneous Lupus Erythematosus;Efficacy and Safety of Oral Alitretinoin (Toctino®) in the Treatment of Patients With Cutaneous Lupus Erythematosus: A Multicentre, Open-Label, Prospective Pilot Study;2011-08-01;2011-08-31;;2014-04-30;Actual;Annegret Kuhn, Prof. Dr.;Department of Dermatology, University Hospital Muenster, Muenster, Germany;Alitretinoin;Terminated;Phase 2;7;Actual;FALSE
NCT01407055;Marburg;Optimizing Expectations in Cardiac Surgery Patients;Clinical Applications of Placebo Research: Optimizing Expectation Effects in Cardiac Surgery Patients;2011-07-25;2011-07-31;;2015-04-30;Actual;Winfried Rief, Prof. Dr.;Department of Clinical Psychology and Psychothearpy, Philipps University of Marburg;Expectation Manipulation Intervention | Supportive Therapy;Completed;Phase 2;124;Actual;FALSE
NCT01405469;Hamburg;Endoscopic Peroral Myotomy for Treatment of Achalasia;Endoscopic Peroral Myotomy for Treatment of Achalasia: Pilot Study;2011-05-26;2010-11-30;;2016-11-30;Actual;Thomas Roesch, Prof. Dr.;Universitätsklinikum Hamburg-Eppendorf;Peroral Endoscopic Myotomy;Completed;N/A;16;Actual;TRUE
NCT01405417;Hamburg;Endoscopic Peroral Myotomy for Treatment of Achalasia;Endoscopic Peroral Myotomy for Treatment of Achalasia: Multicenter Study;2011-05-26;2011-04-30;Actual;2017-09-30;Actual;Thomas Roesch, Prof. Dr.;Universitätsklinikum Hamburg-Eppendorf;Endoscopic Peroral Myotomy;Terminated;N/A;70;Actual;FALSE
NCT01405235;Erlangen;Study on Paclitaxel Plus Topotecan in Comparison With Topotecan Plus Cisplatin in Recurrent or Persistent Cervical Carcinoma;A Prospective, Randomized Phase III Study to Compare the Effects of Paclitaxel and Topotecan to Those of Cisplatin and Topotecan for Treatment of Patients With Recurrent and Persistent Cervical Cancer;2011-07-27;2006-09-30;;2015-01-31;Anticipated;Falk Thiel, Dr. med.;Frauenklinik Universitätsklinikum Erlangen;Paclitaxel | Cisplatin/Paclitaxel;Unknown status;Phase 3;312;Anticipated;FALSE
NCT01404910;Leipzig;Removal of Anti-Angiogenic Proteins in Preeclampsia Before Delivery;Phase 1b Proof-of-Concept Study of Apheresis to Reduce Soluble Fms-like Tyrosine Kinase-1 (sFlt-1) in Pregnant Women With Preeclampsia Using a Dextran Sulfate Adsorption (DSA) Column (LIPOSORBER® LA-15 System);2011-07-26;2013-05-31;;2015-09-30;Actual;Holger Stepan, MD;University of Leipzig;Apheresis using Liposorber LA-15 System;Completed;N/A;11;Actual;FALSE
NCT01403779;Mannheim;Comparison of the Cosmetic Outcome of Hypofractionated Versus Normofractionated IMRT in Treatment of Breast Cancer;Comparison of the Cosmetic Outcome of Hypofractionated Versus Normofractionated Intensity Modulated Radiotherapy (IMRT) in Treatment of Breast Cancer: The KOSIMA Trial;2010-10-29;2010-07-31;;2017-02-02;Actual;;;intensity modulated radiotherapy (IMRT) for breast cancer;Completed;Phase 3;226;Actual;FALSE
NCT01402739;Charite;Algorithm-Guided Transfusions in Cardiac Surgery Patients for Reduction of Drainage Blood Losses;Monocentric Pilot Study of Algorithm-Guided Transfusions in Cardiac Surgery Patients for Reduction of Drainage Blood Losses;2011-07-25;2011-08-31;;2015-06-30;Actual;Michael Sander, MD;Dept. of Anesthesiology CCM/CVK Charité Universitätsmedizin Berlin;Point of Care Coagulation Monitoring Guided Transfusion Algorithm | standard coagulation monitoring guided transfusion algorithm;Terminated;N/A;100;Actual;FALSE
NCT01402414;Bochum;Narrow-band (NB)-UVB vs. Bath-PUVA and NB-UVB Plus Salt Water Baths in Atopic Dermatitis;Study Comparing the Effectiveness of Narrow-band UVB vs. Bath-PUVA and Narrow-band UVB + Salt Water Baths in Atopic Dermatitis;2011-07-19;2011-04-30;;2014-02-28;Actual;Thilo Gambichler, adjunct professor;Ruhr University Bochum;NB-UVB | Bath-PUVA | NB-UVB plus salt water baths;Terminated;N/A;10;Actual;FALSE
NCT01397149;Ulm;Eltrombopag in Thrombocytopenic Chronic Lymphocytic Leukemia (CLL) Patients (CLL2S Study of GCLLSG);A Phase I/II, Multi-centre Trial to Assess the Safety, Efficacy, and Pharmacokinetics of Eltrombopag, Administered to Thrombocytopenic Chronic Lymphocytic Leukemia Patients Prior to Alkylating Agents and/or Purine Analogue-based Therapy;2011-06-30;2011-10-31;;2014-11-30;Actual;Stephan Stilgenbauer, Prof. Dr.;Universitätsklinikum Ulm, Medizinische Klinik III;Placebo | Eltrombopag;Terminated;Phase 1/Phase 2;4;Actual;FALSE
NCT01394367;Heidelberg;Influence of Respiratory and Exercise Therapy on Oxygen Uptake, Quality of Life and Right Ventricular Function in Severe Pulmonary Hypertension;Study of Influence of Respiratory and Exercise Therapy on Oxygen Uptake, Quality of Life and Right Ventricular Function in Severe Pulmonary Hypertension;2011-06-28;2010-06-30;;2015-05-31;Actual;Ekkehard Grünig, Professor;Center for pulmonary hypertension, Thoraxclinic Heidelberg;respiratory and exercise therapy;Completed;N/A;90;Actual;FALSE
NCT01394354;Freiburg;Vorinostat in Combination With Bortezomib, Doxorubicin and Dexamethasone (VBDD) in Patients With Refractory or Relapsed Multiple Myeloma (MM);Safety of Vorinostat in Combination With Bortezomib, Doxorubicin and Dexamethasone (VBDD) in Patients With Refractory or Relapsed Multiple Myeloma, A Phase I/II Study, Short Title: VBDD;2011-06-21;2011-08-31;;2015-12-31;Actual;Monika Engelhardt, MD;University of Freiburg Medical School;Dexamethasone | Vorinostat | Bortezomib | Doxorubicin;Completed;Phase 1/Phase 2;34;Actual;FALSE
NCT01393067;Frankfurt;cSEMS vs. NEPS in Stricture of Biliary Anastomosis After Liver Transplantation;Comparison of Use of Covered, Self-expandable Metal Stents (cSEMS) and Non-expandable Plastic Stents (NEPS) in Temporary Endoscopic Treatment of Stenosis of the Bilio-biliary Anastomosis After Liver Transplantation;2011-07-12;2011-03-31;;2015-03-31;Actual;Jörg Albert, MD;Johann Wolfgang Goethe University Hospital and Clinics Department of Internal Medicine I;Non-expandable plastic stent (plastic endoprosthesis) | Covered self-expandable metal stent (cSEMS);Completed;N/A;60;Actual;FALSE
NCT01392079;Ulm;Subcutaneous Alemtuzumab Combined With Oral Dexamethasone, Followed by Alemtuzumab Maintenance or Allo-SCT in CLL With 17p- or Refractory to Fludarabine;A Prospective, Multi-center Phase II Study of Subcutaneous Alemtuzumab Combined With Oral Dexamethasone, Followed by Alemtuzumab Maintenance or Allogeneic Stem-cell Transplantation, in Chronic Lymphocytic Leukemia Which is Associated With 17p Deletion or is Refractory to Fludarabine;2011-06-28;2008-02-29;;2016-03-31;Actual;Stephan Stilgenbauer, Prof Dr med;University of Ulm;Alemtuzumab;Completed;Phase 2;135;Actual;FALSE
NCT01389375;Munich;Instrumental Sealing of Arterial Puncture Site Closure Device Versus Manual Compression Trial;Instrumental Sealing of Arterial Puncture Site Closure Device Versus Manual Compression Trial;2011-07-05;2011-07-31;;2014-07-31;Actual;Maryam Linhardt, MD;Deutsches Herzzentrum München, Klinik für Herz- und Kreislauferkrankungen;FemoSeal® | ExoSeal® | Manual compression;Completed;Phase 4;4524;Actual;FALSE
NCT01388621;Charite;Carboplatin-based Chemotherapy With or Without Panitumumab in Platinum-sensitive Recurrent Ovarian Cancer;PROVE A Randomized Phase II Trial of Standard Carboplatin-based Chemotherapy With or Without Panitumumab in Platinum-sensitive Recurrent Ovarian Cancer;2011-05-17;2011-10-31;;2015-07-31;Anticipated;Jalid Sehouli, MD (Prof. Dr. med.);Frauenklinik Charité - Universitätsmedizin Berlin Campus Virchow-Klinikum;Panitumumab | pegylated liposomal doxorubicin (PLD) | Carboplatin | Gemcitabine | Carboplatin | Panitumumab;Unknown status;Phase 2;140;Anticipated;FALSE
NCT01384994;Munich;Panitumumab After Resection of Liver Metastases From Colorectal Cancer in KRAS Wild-type Patients;;2011-05-02;2011-08-31;;2014-08-31;Anticipated;;;Folic Acid | 5-FU | 5-FU | Oxaliplatin | Panitumumab | Panitumumab | Folic Acid | 5-FU | 5-FU | Oxaliplatin;Unknown status;Phase 2;111;Anticipated;FALSE
NCT01382147;Munich;Evaluation of Dose-dense Therapy by S-HAM in Comparison to Conventionally Timed Double Induction in Patients With Acute Myeloid Leukemia (AML);A Randomized, Risk and Age Adapted Comparison of the Dose-Dense Regimen S-HAM (Sequential High Dose Cytosine Arabinoside and Mitoxantrone) Versus Standard Double Induction for Initial Chemotherapy of Adult Patients With Acute Myeloid Leukemia;2011-06-23;2009-07-01;Actual;2017-07-05;Actual;Wolfgang Hiddemann, Prof. Dr.;Hospital of the University of Munich;Ara-C, Mitoxantrone, Daunorubicin, Thioguanin;Completed;Phase 3;396;Actual;FALSE
NCT01379248;Leipzig;Effect of Thrombus Aspiration in Patients With Myocardial Infarction Presenting Late After Symptom Onset;;2011-06-20;2011-06-30;;2015-05-31;Actual;;;manual thrombus aspiration (Export catheter, Medtronic Inc. Minneapolis, Minnesota, USA);Completed;Phase 4;152;Actual;FALSE
NCT01378845;Freiburg;Prognostic Influence of Light Rheography Measurement of Patients With Secondary Raynaud Syndrome With Ulcers on Hands;Monocenter, IIT, Open Controlled and Prospectiv Study to Define the Prognostic Influence of Light Rheography Measurement of Patients With Secundary Raynaud Syndrome With Ulcers at Fingertips Throughout the Medicinal Therapy;2011-06-16;2011-07-31;;2015-09-30;Anticipated;Mark Kerber, Dr. med.;Universitätsklinik Freiburg;Tracleer | Prostavasin;Unknown status;N/A;30;Anticipated;FALSE
NCT01377025;Duisburg;A Study of Sorafenib in Patients With Chemonaive Metastatic Uveal Melanoma;A Randomized Discontinuation, Blinded, Placebo-Controlled Phase II Study of Sorafenib in Patients With Chemonaive Metastatic Uveal Melanoma;2011-06-14;2011-06-30;;2017-06-30;Anticipated;Max E. Scheulen, Prof.;Universiätsklinikum Essen;Placebo | Sorafenib | Sorafenib;Unknown status;Phase 2;200;Anticipated;FALSE
NCT01372735;Heidelberg;Trial of Neoadjuvant Short Course IMRT Followed by Surgery and IORT for Resectable Pancreatic Cancer;Clinical Phase I/II Trial to Investigate Neoadjuvant Intensity-Modulated Short Term Radiation Therapy (5x5 Gy) and Intraoperative Radiation Therapy (15 Gy) in Patients With Primarily Resectable Pancreatic Cancer - NEOPANC;2011-06-09;2011-08-31;;2017-08-31;Anticipated;Falk FF Roeder, MD;Department of Radiation Oncology, University Hospital Heidelberg;neoadjuvant short course IMRT | IORT;Unknown status;Phase 1/Phase 2;46;Anticipated;FALSE
NCT01370044;Charite;Carbon Dioxide (Carbogen) for the Treatment of Febrile Seizures;Carbon Dioxide (Carbogen) for the Treatment of Febrile Seizures;2011-05-20;2012-08-31;;2015-06-30;Actual;Markus Schülke-Gerstenfeld;Charite - NeuroCure;Carbogen | Placebo;Terminated;Phase 2/Phase 3;96;Actual;FALSE
NCT01362582;Heidelberg;Comparing Parenteral Nutrition vs Best Supportive Nutritional Care in Patients With Pancreatic Cancer;Open-label Randomized Multicentre Phase IIIb Trial Comparing Parenteral Substitution Versus Best Supportive Nutritional Care in Patients With Pancreatic Cancer Receiving 2nd Line Chemotherapy;2010-11-25;2010-03-31;;2014-09-30;Actual;Dirk Jäger, Prof. Dr.;University of Heidelberg / National Center for Tumordiseases;SMOF Kabiven;Terminated;Phase 3;32;Actual;FALSE
NCT01362361;Halle;TRICC-C (AIO-KRK-0111): BIBF 1120 Versus Placebo in Patients Receiving Oxaliplatin Plus Fluorouracil and Leucovorin (mFOLFOX6) for Advanced, Chemorefractory Metastatic Colorectal Cancer (mCRC);TRICC-C: A Multicenter, Randomized, Phase II Trial: BIBF 1120 vs. Placebo in Patients Receiving Oxaliplatin Plus Fluorouracil and Leucovorin (mFOLFOX6) for Advanced, Chemorefractory Metastatic Colorectal Cancer (mCRC);2011-05-25;2011-06-30;;2016-12-31;Actual;;;mFOLFOX6 + BIBF 1120 | mFOLFOX6+placebo;Completed;Phase 2;54;Actual;FALSE
NCT01361334;Münster;Pilot Clinical Trial of Pazopanib in Patients With Relapsed or Refractory Acute Myeloid Leukemia (AML) or at Initial Diagnosis When no Intensive Treatment is Possible;Phase II Pilot Clinical Trial of Pazopanib in Patients With Relapsed or Refractory Acute Myeloid Leukemia (AML) or at Initial Diagnosis When no Intensive Treatment is Possible;2011-05-17;2011-06-30;;2016-03-31;Actual;Torsten Kessler, MD;University of Münster, Department of Medicine A, Germany;Pazopanib;Completed;Phase 2;20;Actual;FALSE
NCT01358292;Aachen;Efficacy Study of Surgical Technique in Intramedullary Tibia Nailing, Using Trigen META Tibia Nails;Semi-extended Position vs. 90 Degrees of Flexion for Intramedullary Nailing of the Tibia: a Randomized Clinical Trial;2011-01-14;2011-02-28;;2015-10-31;Actual;Markus Graf, Dr.;Medizinisches Zentrum StädteRegion Aachen;Semi-extended Surgical Technique | Standard Surgical Technique;Completed;Phase 4;95;Actual;FALSE
NCT01357681;Charite;Effects of EGCG (Epigallocatechin Gallate) in Huntington's Disease (ETON-Study);Effects of EGCG (Epigallocatechin Gallate) in Huntington's Disease The ETON-Study - A Randomized, Double-blind, Stratified, Placebo-controlled Prospective Investigator Initiated Multicenter Trial -;2011-05-19;2011-09-30;;2015-05-31;Actual;Josef Priller, MD;Department of Neuropsychiatry, Charité Universitätsmedizin Berlin, Germany;(2)-epigallocatechin-3-gallate (EGCG) | Placebo;Completed;Phase 2;54;Actual;FALSE
NCT01357694;Charite;BRIA - Bridging Intervention in Anesthesiology;Open Monocentric Randomized Clinical Trial on the Efficacy of the Psychotherapeutic Bridging Intervention in Anesthesiology (BRIA);2011-05-18;2011-05-31;;2014-09-30;Actual;Claudia D Spies, MD, Prof.;Department of Anesthesiology and Intensive Care Medicine, Charité - Universitätsmedizin Berlin, Germany;psychotherapeutic contacts;Completed;N/A;220;Actual;FALSE
NCT01353443;Hamburg;Prophylactic Mesh Implantation After Abdominal Aortic Aneurysm Repair;Prophylactic Mesh Implantation After Abdominal Aortic Aneurysm Repair. A Prospective, Randomised, Controlled Study;2011-04-18;2011-02-28;;2015-09-30;Anticipated;Sebastian Debus, Prof. Dr.;University Heart Center Hamburg - Eppendorf;Optilene® Mesh Elastic;Unknown status;Phase 4;282;Anticipated;FALSE
NCT01352988;Münster;Efficacy and Safety of Fumaric Acid Esters (Fumaderm®) in the Treatment of Patients With Cutaneous Lupus Erythematosus;Efficacy and Safety of Fumaric Acid Esters (Fumaderm®) in the Treatment of Patients With Cutaneous Lupus Erythematosus: A Mono-Centre, Open-Label, Prospective Pilot Study;2011-04-29;2011-07-31;;2014-02-28;Actual;Annegret Kuhn, Prof. Dr.;Department of Dermatology, University Hospital Muenster;Fumaric acid esters;Completed;Phase 2;11;Actual;FALSE
NCT01352702;Munich;Impact of Dabigatran and Phenprocoumon on Clopidogrel Mediated ADP Induced Platelet Aggregation in Patients With Atrial Fibrillation;Impact of Dabigatran and Phenprocoumon on Clopidogrel Mediated ADP Induced Platelet Aggregation in Patients With Atrial Fibrillation;2011-05-11;2011-05-31;;2014-05-31;Actual;Julinda Mehilli, MD;Deutsches Herzzentrum München, Klinik für Herz- und Kreislauferkrankungen;Dabigatran | Phenprocoumon;Terminated;Phase 4;46;Actual;FALSE
NCT01352403;Würzburg;Severe Obesity: Bariatric Surgery vs. Life-Style-Intervention;Severe Obesity: Bariatric Surgery vs. Life-Style-Intervention Wurzburg Adipositas Study - WAS;2011-05-10;2011-05-31;;2016-06-30;Anticipated;;;gastric bypass | intensive life style intervention;Unknown status;N/A;60;Anticipated;FALSE
NCT01351610;Munich;Tolerability and Efficacy of Intravenous Infusion of Autologous MSC_Apceth for the Treatment of Critical Limb Ischemia;Open, Randomized, Mono-Centre, Two-Parallel Group Clinical Phase I/II Trial on the Evaluation of Tolerability and Efficacy of an Intravenous Infusion of Human Bone Marrow Derived Autologous, CD34-Negative Mesenchymal Stem Cells for the Treatment of Critical Limb Ischemia in Patients With Advanced Peripheral Arterial Occlusive Disease Subsequent to Percutaneous Transluminal Angioplasty;2011-05-10;2011-03-31;;2015-10-31;Actual;Peter Heider, MD, PhD;Isar Medizin Zentrum, München;PTA + Infusion of MSC_Apceth | PTA;Completed;Phase 1/Phase 2;25;Actual;FALSE
NCT01351246;Köln;Guided Self-Help for Parents of Children With Attention-Deficit/Hyperactivity Disorder (ADHD);Guided Self-Help for Parents of Children With Attention-Deficit/Hyperactivity Disorder (ADHD): A Feasibility and Effectiveness Study;2011-05-02;2010-05-31;;2014-03-31;Actual;Manfred Döpfner, PhD;University of Cologne;CBT Based Self-help Workbook + Counseling Telephone;Completed;N/A;300;Actual;FALSE
