nct_id;nlm_download_date_description;study_first_submitted_date;results_first_submitted_date;disposition_first_submitted_date;last_update_submitted_date;study_first_submitted_qc_date;study_first_posted_date;study_first_posted_date_type;results_first_submitted_qc_date;results_first_posted_date;results_first_posted_date_type;disposition_first_submitted_qc_date;disposition_first_posted_date;disposition_first_posted_date_type;last_update_submitted_qc_date;last_update_posted_date;last_update_posted_date_type;start_month_year;start_date_type;start_date;verification_month_year;verification_date;completion_month_year;completion_date_type;completion_date;primary_completion_month_year;primary_completion_date_type;primary_completion_date;target_duration;study_type;acronym;baseline_population;brief_title;official_title;overall_status;last_known_status;phase;enrollment;enrollment_type;source;limitations_and_caveats;number_of_arms;number_of_groups;why_stopped;has_expanded_access;expanded_access_type_individual;expanded_access_type_intermediate;expanded_access_type_treatment;has_dmc;is_fda_regulated_drug;is_fda_regulated_device;is_unapproved_device;is_ppsd;is_us_export;biospec_retention;biospec_description;ipd_time_frame;ipd_access_criteria;ipd_url;plan_to_share_ipd;plan_to_share_ipd_description;created_at;updated_at;cities_lead;id.x;role;name;affiliation;intervention_names_comb;id.y;number_of_facilities;number_of_nsae_subjects;number_of_sae_subjects;registered_in_calendar_year;nlm_download_date;actual_duration;were_results_reported;months_to_report_results;has_us_facility;has_single_facility;minimum_age_num;maximum_age_num;minimum_age_unit;maximum_age_unit;number_of_primary_outcomes_to_measure;number_of_secondary_outcomes_to_measure;number_of_other_outcomes_to_measure
NCT01303952;ClinicalTrials.gov processed this data on May 29, 2020;2011-02-24;;;2017-07-17;2011-02-24;2011-02-25;Estimate;;;;;;;2017-07-17;2017-07-19;Actual;January 2011;Actual;2011-01-31;July 2017;2017-07-31;June 2015;Actual;2015-06-30;September 2014;Actual;2014-09-30;;Interventional;DECADE;;Therapy of Chronic Cold Agglutinin Disease With Eculizumab;Therapy for Chronic Cold Agglutinin Disease: A Prospective, Non-Randomized Multi-Center Study Demonstrating the Efficacy of Terminal Complement Inhibition in Patients With Cold Agglutinin Disease Using Eculizumab;Completed;;Phase 2;13;Actual;University Hospital, Essen;;1;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T15:45:30Z;2020-06-01T15:45:30Z;Duisburg;3647498;Principal Investigator;Alexander Roeth, MD;Department of Hematology, University Hospital Essen;Eculizumab;63682655;1;;;2011;2020-05-29;44;FALSE;;FALSE;TRUE;18;;Years;;1;12;
NCT01303250;ClinicalTrials.gov processed this data on May 29, 2020;2011-02-22;;;2015-12-17;2011-02-22;2011-02-24;Estimate;;;;;;;2015-12-17;2015-12-18;Estimate;April 2011;;2011-04-30;December 2015;2015-12-31;April 2015;Actual;2015-04-30;April 2015;Actual;2015-04-30;;Interventional;KoKris;;Perioperative Colloid vs Crystalloid in Patients Undergoing Colorectal Surgery;Balanced 6 % HES 130/0.4 vs. Balanced Crystalloid-based Infusion in Patients Undergoing Colorectal Surgery;Terminated;;Phase 4;31;Actual;University Hospital Muenster;;2;;The final decision of the review of HES-containing solution shall be awaited.;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T15:45:41Z;2020-06-01T15:45:41Z;Münster;3647563;Principal Investigator;Hugo Van Aken, Prof. MD;Department of Anesthesia and Intensive Care, University Hospital Muenster;balanced 6% hydroxyethylstarch 130/0.4 | balanced crystalloid;63682708;1;;;2011;2020-05-29;48;FALSE;;FALSE;TRUE;18;;Years;;1;1;
NCT01301430;ClinicalTrials.gov processed this data on May 29, 2020;2011-02-21;;;2015-12-03;2011-02-22;2011-02-23;Estimate;;;;;;;2015-12-03;2015-12-04;Estimate;September 2011;;2011-09-30;March 2015;2015-03-31;May 2015;Actual;2015-05-31;May 2015;Actual;2015-05-31;;Interventional;ParvOryx01;;Parvovirus H-1 (ParvOryx) in Patients With Progressive Primary or Recurrent Glioblastoma Multiforme.;Phase I/IIa Study of Intratumoral/Intracerebral or Intravenous/Intracerebral Administration of Parvovirus H-1 (ParvOryx) in Patients With Progressive Primary or Recurrent Glioblastoma Multiforme.;Completed;;Phase 1/Phase 2;18;Actual;Oryx GmbH & Co. KG;;1;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T15:46:16Z;2020-06-01T15:46:16Z;Heidelberg;3647693;Principal Investigator;Andreas Unterberg, Prof. Dr.;Department of Neurosurgery, University Hospital Heidelberg;H-1PV;63682847;1;;;2011;2020-05-29;44;FALSE;;FALSE;TRUE;18;;Years;;1;1;
NCT01291693;ClinicalTrials.gov processed this data on May 29, 2020;2011-02-04;;;2015-12-01;2011-02-07;2011-02-08;Estimate;;;;;;;2015-12-01;2015-12-03;Estimate;February 2011;;2011-02-28;December 2015;2015-12-31;November 2014;Actual;2014-11-30;November 2014;Actual;2014-11-30;;Interventional;PECO;;Testing Delivery Channels of Brief Motivational Alcohol Intervention;Testing Delivery Channels of Brief Motivational Alcohol Intervention Among General Hospital Inpatients With Risky Drinking: Personal Counseling Versus Computer-generated Feedback Letters;Completed;;Phase 2/Phase 3;975;Actual;University Medicine Greifswald;;3;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T15:48:47Z;2020-06-01T15:48:47Z;Berlin Greifswald;3648476;Principal Investigator;Jennis Freyer-Adam, PhD;Institute of Social Medicine and Prevention, University Medicine Greifswald;Personal Counseling | Computer-generated feedback letters;63683591;1;;;2011;2020-05-29;45;FALSE;;FALSE;TRUE;18;64;Years;Years;1;7;
NCT01289938;ClinicalTrials.gov processed this data on May 29, 2020;2011-02-02;;;2016-05-12;2011-02-03;2011-02-04;Estimate;;;;;;;2016-05-12;2016-05-13;Estimate;July 2009;;2009-07-31;May 2016;2016-05-31;June 2015;Actual;2015-06-30;June 2015;Actual;2015-06-30;;Interventional;MalD;;Pharmacogenetic Factors and Side Effects of Metoclopramide and Diphenhydramine;Pharmacogenetic Factors and Side Effects of Metoclopramide and Diphenhydramine;Terminated;;Phase 1;49;Actual;University Hospital Tuebingen;;2;;To unsuccessful recruitment of rare UM-genotype. All other planned genotype groups are~   completed (EM, IM and PM).;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T15:49:17Z;2020-06-01T15:49:17Z;Tübingen;;;;;Diphenhydramine | Metoclopramide;63683728;1;;;2011;2020-05-29;72;FALSE;;FALSE;TRUE;18;65;Years;Years;2;4;
NCT01283776;ClinicalTrials.gov processed this data on May 29, 2020;2011-01-25;;;2014-06-08;2011-01-25;2011-01-26;Estimate;;;;;;;2014-06-08;2014-06-10;Estimate;March 2011;;2011-03-31;June 2014;2014-06-30;June 2014;Actual;2014-06-30;December 2013;Actual;2013-12-31;;Interventional;OCTET-CY;;Cyclophosphamide as Sole Graft-Versus-Host-Prophylaxis After Allogeneic Stem Cell Transplantation;A Phase II Study to Investigate the Efficacy of Cyclophosphamide as Sole Graft-Versus-Host-Prophylaxis After Allogeneic Stem Cell Transplantation;Completed;;Phase 2;11;Actual;University of Cologne;;1;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T15:51:24Z;2020-06-01T15:51:24Z;Köln;3649208;Principal Investigator;Christoph Scheid, MD PhD;University of Cologne;Cyclophosphamide;63684197;1;;;2011;2020-05-29;33;FALSE;;FALSE;TRUE;18;;Years;;1;7;
NCT01282918;ClinicalTrials.gov processed this data on May 29, 2020;2011-01-18;;;2015-06-22;2011-01-24;2011-01-25;Estimate;;;;;;;2015-06-22;2015-06-23;Estimate;February 2011;;2011-02-28;June 2015;2015-06-30;May 2015;Actual;2015-05-31;December 2014;Actual;2014-12-31;;Interventional;;;NORDIC ICD (Cardioverter Defibrillator Implantation) Trial;NO Regular Defibrillation Testing In Cardioverter Defibrillator Implantation (NORDIC ICD) Trial;Completed;;N/A;1077;Actual;Biotronik SE & Co. KG;;2;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T15:51:42Z;2020-06-01T15:51:42Z;Rostock;3649294;Principal Investigator;Dietmar Bänsch, Prof. Dr. med.;Rostock University Hospital;ICD implantation w/o DF test | ICD implantation with DF test;63684263;2;;;2011;2020-05-29;46;FALSE;;FALSE;FALSE;18;;Years;;1;2;
NCT01279577;ClinicalTrials.gov processed this data on May 29, 2020;2011-01-18;;;2015-02-09;2011-01-18;2011-01-19;Estimate;;;;;;;2015-02-09;2015-02-10;Estimate;November 2010;;2010-11-30;February 2015;2015-02-28;February 2014;Actual;2014-02-28;February 2014;Actual;2014-02-28;;Interventional;TRUST-2;;Trichuris Suis Ova (TSO) Suspension Versus Placebo in Active Crohn's Disease;Double-blind, Randomised, Placebo-controlled, Multi-centre Phase II Study to Evaluate the Efficacy and Safety of Three Different Dosages of Oral Trichuris Suis Ova (TSO) Suspension in Active Crohn's Disease;Completed;;Phase 2;254;Actual;Dr. Falk Pharma GmbH;;4;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T15:52:26Z;2020-06-01T15:52:26Z;Frankfurt;3649579;Principal Investigator;Jürgen Schölmerich, Prof.;Klinikum der Johann Wolfgang Goethe-Universität;Placebo | Low dose TSO | Medium dose TSO | High dose TSO;63684518;1;;;2011;2020-05-29;39;FALSE;;FALSE;TRUE;18;75;Years;Years;1;2;
NCT01279174;ClinicalTrials.gov processed this data on May 29, 2020;2011-01-18;;;2015-12-08;2011-01-18;2011-01-19;Estimate;;;;;;;2015-12-08;2015-12-09;Estimate;June 2012;;2012-06-30;December 2015;2015-12-31;October 2015;Actual;2015-10-31;June 2015;Actual;2015-06-30;;Interventional;;;Galileo-Hip Whole Body Vibration /Conventional Physiotherapy /Coxarthrosis;Whole Body Vibration Compared to Conventional Physiotherapy in Patients With Coxarthrosis: a Randomized, Controlled Study;Completed;;Phase 4;40;Actual;University of Cologne;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T15:52:29Z;2020-06-01T15:52:29Z;Köln;3649623;Principal Investigator;Peter Knöll;University Hospital of Cologne;Conventional physiotherapy;63684550;1;;;2011;2020-05-29;36;FALSE;;FALSE;TRUE;30;80;Years;Years;1;2;
NCT01278537;ClinicalTrials.gov processed this data on May 29, 2020;2011-01-18;;;2014-03-13;2011-01-18;2011-01-19;Estimate;;;;;;;2014-03-13;2014-03-14;Estimate;February 2011;;2011-02-28;March 2014;2014-03-31;February 2014;Actual;2014-02-28;January 2014;Actual;2014-01-31;;Interventional;PERATECS;;Patient Empowerment and Risk-assessed Treatment to Improve Outcome in the Elderly After Onco-surgery;Patient Empowerment and Risk-assessed Treatment to Improve Outcome in the Elderly After Gastrointestinal, Thoracical or Urogenital Cancer Surgery.;Completed;;N/A;690;Actual;Charite University, Berlin, Germany;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T15:52:37Z;2020-06-01T15:52:37Z;Berlin;3649664;Study Chair;Claudia Spies, MD Prof.;Department of Anesthesiology and Intensive Care Medicine, Campus Virchow-Klinikum and Campus Charité Mitte, Charité - Universitaetsmedizin Berlin;Information;63684598;3;;;2011;2020-05-29;35;FALSE;;FALSE;FALSE;65;;Years;;2;5;
NCT01277406;ClinicalTrials.gov processed this data on May 29, 2020;2011-01-10;;;2015-03-31;2011-01-13;2011-01-14;Estimate;;;;;;;2015-03-31;2015-04-01;Estimate;January 2011;;2011-01-31;March 2015;2015-03-31;February 2015;Actual;2015-02-28;February 2013;Actual;2013-02-28;;Interventional;SHORE;;4SC-201 (Resminostat) in Advanced Colorectal Carcinoma;A Phase I/II Study to Evaluate Safety, Tolerability, Pharmacokinetics and Efficacy of Resminostat (4SC-201) in Combination With a Second-line Treatment in Patients With K-ras Mutated Advanced Colorectal Carcinoma;Completed;;Phase 1/Phase 2;17;Actual;4SC AG;;2;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T15:52:54Z;2020-06-01T15:52:54Z;Heidelberg;3649783;Principal Investigator;Dirk Jäger, Prof. Dr.;"Medical Oncology National Centre for Tumor Diseases (NCT); University of Heidelberg";4SC-201(Resminostat) | FOLFIRI;63684684;3;;;2011;2020-05-29;25;FALSE;;FALSE;FALSE;18;;Years;;2;13;
NCT01276002;ClinicalTrials.gov processed this data on May 29, 2020;2011-01-12;;;2015-12-04;2011-01-12;2011-01-13;Estimate;;;;;;;2015-12-04;2015-12-07;Estimate;January 2011;;2011-01-31;December 2015;2015-12-31;December 2016;Anticipated;2016-12-31;December 2016;Anticipated;2016-12-31;;Interventional;Disduct;;Evaluation of Pancreatic Duct Stenting in Patients With Pancreatic Pseudocysts.;Randomized Multicenter Study on Pancreatic Duct Stenting in Disrupted or Obstructed Ducts in Context With Endoscopic Treatment of Pancreatic Pseudocysts.;Unknown status;;N/A;120;Anticipated;University of Schleswig-Holstein;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T15:53:17Z;2020-06-01T15:53:17Z;Kiel Lübeck;3649899;Principal Investigator;Mark Ellrichmann, MD;Interdisciplinary Endoscopy, University hospital Schleswig-Holstein, Campus Kiel, Germany;pancreatic duct stenting;63684794;1;;;2011;2020-05-29;;FALSE;;FALSE;TRUE;18;;Years;;1;;
NCT01272557;ClinicalTrials.gov processed this data on May 29, 2020;2011-01-06;;;2014-03-31;2011-01-06;2011-01-07;Estimate;;;;;;;2014-03-31;2014-04-01;Estimate;December 2010;;2010-12-31;March 2014;2014-03-31;December 2014;Anticipated;2014-12-31;September 2014;Anticipated;2014-09-30;;Interventional;SoraDox;;Sorafenib Plus Doxorubicin Versus Sorafenib Alone for the Treatment of Advanced Hepatocellular Carcinoma: a Randomized Phase II Trial;Sorafenib Plus Doxorubicin Versus Sorafenib Alone for the Treatment of Advanced Hepatocellular Carcinoma: a Randomized Phase II Trial;Unknown status;;Phase 2;170;Anticipated;Martin-Luther-Universität Halle-Wittenberg;;2;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T15:54:07Z;2020-06-01T15:54:07Z;Halle;;;;;Doxorubicin | Sorafenib;63685058;6;;;2011;2020-05-29;;FALSE;;FALSE;FALSE;18;;Years;;1;1;
NCT01269151;ClinicalTrials.gov processed this data on May 29, 2020;2011-01-03;;;2015-04-07;2011-01-03;2011-01-04;Estimate;;;;;;;2015-04-07;2015-04-08;Estimate;October 2010;;2010-10-31;April 2015;2015-04-30;April 2014;Actual;2014-04-30;March 2013;Actual;2013-03-31;;Interventional;LucERG;;Ranibizumab Short- and Log-term Effects on Retinal Function in wAMD;A Prospective, Non-randomized, Mono-center, Cohort Study to Evaluate the Short- and Long-term Effects of 0.5mg Intraocular Ranibizumab (Lucentis) Injections on Retinal Function in Patients With Wet Age-related Macular Degeneration During Twelve Month;Completed;;N/A;20;Actual;University of Luebeck;;1;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T15:55:01Z;2020-06-01T15:55:01Z;Lübeck;3650573;Principal Investigator;Salvatore Grisanti, M.D. Prof.;University of Luebeck - Department of Ophthalmology: Germany;Lucentis (Ranibizumab);63685319;1;;;2011;2020-05-29;29;FALSE;;FALSE;TRUE;50;;Years;;1;3;
NCT01267838;ClinicalTrials.gov processed this data on May 29, 2020;2010-12-28;;;2016-09-04;2010-12-28;2010-12-29;Estimate;;;;;;;2016-09-04;2016-09-07;Estimate;February 2010;;2010-02-28;September 2016;2016-09-30;April 2016;Actual;2016-04-30;February 2015;Actual;2015-02-28;;Interventional;BBK2;;Culotte Technique Versus TAP Stunting for the Treatment of de Novo Coronary Bifurcation Lesion With Drug-eluting Stents;Randomised Comparison of T-stenting Versus Culotte Technique for the Treatment of de Novo Coronary Bifurcation Lesion With Drug-eluting Stents.;Completed;;Phase 4;300;Actual;University Heart Center Freiburg - Bad Krozingen;;2;;;FALSE;;;;FALSE;;;;;;;;;;;No;;2020-06-01T15:55:15Z;2020-06-01T15:55:15Z;Freiburg;;;;;PCI;63685420;1;;;2010;2020-05-29;60;FALSE;;FALSE;TRUE;18;;Years;;1;1;
NCT01266837;ClinicalTrials.gov processed this data on May 29, 2020;2010-12-23;;;2017-11-10;2010-12-23;2010-12-24;Estimate;;;;;;;2017-11-10;2017-11-14;Actual;March 2011;;2011-03-31;November 2017;2017-11-30;October 31, 2017;Actual;2017-10-31;September 26, 2017;Actual;2017-09-26;;Interventional;MARC-2;;Open Label, Single Arm Trial to Characterize Patients With Metastatic RCC Treated With Everolimus After Failure of the First VEGF-targeted Therapy (MARC-2);An Open Label, Single Arm Trial to Characterize Patients With Metastatic Renal Cell Carcinoma Treated With Everolimus After Failure of the First VEGF-targeted Therapy;Completed;;Phase 4;64;Actual;iOMEDICO AG;;1;;;FALSE;;;;FALSE;;;;;;;;;;;No;;2020-06-01T15:55:31Z;2020-06-01T15:55:31Z;Munich;3650743;Study Director;Michael Staehler, Dr. med;Ludwig-Maximilians-University Munich, Hospital Grosshadern;Everolimus;63685497;8;;;2010;2020-05-29;79;FALSE;;FALSE;FALSE;18;;Years;;1;1;
NCT01266655;ClinicalTrials.gov processed this data on May 29, 2020;2010-12-23;;;2014-09-04;2010-12-23;2010-12-24;Estimate;;;;;;;2014-09-04;2014-09-05;Estimate;February 2011;;2011-02-28;September 2014;2014-09-30;May 2014;Actual;2014-05-31;May 2014;Actual;2014-05-31;;Interventional;BACLAD;;Baclofen for the Treatment of Alcohol Dependence;Baclofen for the Treatment of Alcohol Dependence - BACLAD;Completed;;Phase 2/Phase 3;56;Actual;Charite University, Berlin, Germany;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T15:55:33Z;2020-06-01T15:55:33Z;Berlin;3650761;Principal Investigator;Andreas Heinz, Prof., M.D.;Department of Psychiatry, Charité Campus Mitte, Charité - Universitätsmedizin Berlin, Germany;Baclofen | Placebo;63685511;1;;;2010;2020-05-29;39;FALSE;;FALSE;TRUE;18;64;Years;Years;1;1;
NCT01266187;ClinicalTrials.gov processed this data on May 29, 2020;2010-12-20;;;2015-09-21;2010-12-22;2010-12-24;Estimate;;;;;;;2015-09-21;2015-09-22;Estimate;July 2011;;2011-07-31;September 2015;2015-09-30;September 2015;Actual;2015-09-30;September 2015;Actual;2015-09-30;;Interventional;;;Treatment Regimens for Patients With Resectable Liver Metastases (PANTER Study);Perioperative Chemotherapy With FOLFOX Plus Cetuximab Versus Adjuvant FOLFOX Plus Cetuximab for Patients With Resectable Liver Metastases of Colorectal Carcinoma;Terminated;;N/A;16;Actual;RWTH Aachen University;;2;;Recruitment difficulities;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T15:55:38Z;2020-06-01T15:55:38Z;Aachen;3650805;Study Director;Ulf P Neumann, Prof.;RWTH Aachen University Hospital;adjuvant surgery + FOLFOX + cetuximab | perioperative/Folfox + cetuximab;63685546;1;;;2010;2020-05-29;50;FALSE;;FALSE;TRUE;18;;Years;;2;1;
NCT01264549;ClinicalTrials.gov processed this data on May 29, 2020;2010-12-21;;;2018-11-28;2010-12-21;2010-12-22;Estimate;;;;;;;2018-11-28;2018-11-29;Actual;December 2010;;2010-12-31;November 2018;2018-11-30;October 2014;Actual;2014-10-31;October 2014;Actual;2014-10-31;;Interventional;STRAWINSKI;;Stroke Adverse Outcome is Associated With Nosocomial Infections: PCTus- Guided Antibacterial Therapy in Severe Ischemic Stroke Patients (STRAWINSKI);Stroke Adverse Outcome is Associated With Nosocomial Infections: PCTus- Guided Antibacterial Therapy in Severe Ischemic Stroke Patients;Completed;;N/A;230;Actual;Charite University, Berlin, Germany;;2;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T15:56:06Z;2020-06-01T15:56:06Z;Berlin;3650928;Principal Investigator;Andreas Meisel, MD;Charité University Berlin (Center for Stroke Research Berlin CSB & NeuroCure Clinical Research Center NCRC);Procalcitonin assay - B.R.A.H.M.S PCT ultrasensitive Kryptor;63685671;6;;;2010;2020-05-29;46;FALSE;;FALSE;FALSE;18;;Years;;1;15;
NCT01263977;ClinicalTrials.gov processed this data on May 29, 2020;2010-12-20;;;2014-06-05;2010-12-20;2010-12-21;Estimate;;;;;;;2014-06-05;2014-06-06;Estimate;December 2010;;2010-12-31;June 2014;2014-06-30;May 2014;Actual;2014-05-31;May 2014;Actual;2014-05-31;;Interventional;THEMIS;;Thermodilution - Controlled Management of Volume Therapy in Septic Shock;A Randomized Mono-center Study Looking at the Effect of Thermodilution Controlled Therapy for Volume Optimization on the Duration of Septic Shock in Patients With Septic Shock;Completed;;N/A;60;Actual;Charite University, Berlin, Germany;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T15:56:12Z;2020-06-01T15:56:12Z;Berlin;3651002;Study Director;Claudia D Spies, MD, Prof.;Dept. of Anesthesiology and Intensive Care Medicine, CCM and CVK, Charité - Universitaetsmedizin Berlin;Picco- thermodilution catheter;63685715;1;;;2010;2020-05-29;41;FALSE;;FALSE;TRUE;18;;Years;;1;4;
NCT01262729;ClinicalTrials.gov processed this data on May 29, 2020;2010-12-16;;;2015-09-22;2010-12-16;2010-12-17;Estimate;;;;;;;2015-09-22;2015-09-23;Estimate;September 2011;;2011-09-30;September 2015;2015-09-30;December 2014;Actual;2014-12-31;November 2014;Actual;2014-11-30;;Interventional;10-015;;Xenon and Therapeutical Hypothermia After Successful Cardiopulmonary Resuscitation;Xenon and Therapeutical Hypothermia After Successful Cardiopulmonary Resuscitation;Terminated;;Phase 2;5;Actual;RWTH Aachen University;;2;;Feasibility and Recruitment problems;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T15:56:52Z;2020-06-01T15:56:52Z;Aachen;3651116;Principal Investigator;Michael Fries, PD Dr. med.;Surgical Intensive Care - Adults, University Hospital Aachen;therapeutical hypothermia | Xenon Inhalation;63685810;1;;;2010;2020-05-29;38;FALSE;;FALSE;TRUE;18;;Years;;1;1;
NCT01259830;ClinicalTrials.gov processed this data on May 29, 2020;2010-12-13;;;2014-05-22;2010-12-13;2010-12-14;Estimate;;;;;;;2014-05-22;2014-05-23;Estimate;March 2011;;2011-03-31;May 2014;2014-05-31;April 2014;Actual;2014-04-30;April 2014;Actual;2014-04-30;;Interventional;;;Effectiveness of Etoricoxib as an Additive Analgesic to Epidural Analgesia in Colon or Rectal Fast-track Surgery;A Double-blind, Randomized, Placebo Controlled Study to Evaluate the Effectiveness of Etoricoxib as an Additive Analgesic to Epidural Analgesia in Colon or Rectal Fast-track Surgery;Terminated;;Phase 4;81;Actual;Charite University, Berlin, Germany;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T15:57:45Z;2020-06-01T15:57:45Z;Berlin;3651376;Study Director;Claudia Spies, MD, Prof.;Dept. of Anesthesiology and Intensive Care, Charité, Universitätsmedizin Berlin;Arcoxia®120 mg | P Tablet White Lichtenstein;63686032;4;;;2010;2020-05-29;37;FALSE;;FALSE;FALSE;18;;Years;;1;10;
NCT01258257;ClinicalTrials.gov processed this data on May 29, 2020;2010-12-09;;;2017-02-02;2010-12-09;2010-12-10;Estimate;;;;;;;2017-02-02;2017-02-03;Estimate;January 2011;;2011-01-31;February 2017;2017-02-28;September 2016;Actual;2016-09-30;August 2016;Actual;2016-08-31;;Interventional;EARLYDRAIN;;EARLYdrain - Outcome After Early Lumbar CSF-drainage in Aneurysmal SAH;EARLYdrain - Prospective Outcome Study of Early Lumbar Drainage in Aneurysmal Subarachnoid Hemorrhage;Completed;;Phase 3;300;Actual;Charite University, Berlin, Germany;;2;;;FALSE;;;;TRUE;;;;;;;;;;;Yes;Full anonymized data is planned to be shared among collaborators.;2020-06-01T15:58:17Z;2020-06-01T15:58:17Z;Berlin;3651497;Principal Investigator;Stefan Wolf, Dr.;Charite University medicine / department of neurosurgery;Insertion of a lumbar drain;63686154;1;;;2010;2020-05-29;67;FALSE;;FALSE;TRUE;18;;Years;;1;9;
NCT01258153;ClinicalTrials.gov processed this data on May 29, 2020;2010-12-09;;;2015-05-26;2010-12-09;2010-12-10;Estimate;;;;;;;2015-05-26;2015-06-10;Estimate;November 2010;;2010-11-30;May 2015;2015-05-31;March 2014;Actual;2014-03-31;December 2013;Actual;2013-12-31;;Interventional;no-cry;;Preliminary Efficacy and Safety Study of Oral Nepadutant in Infant Colic;Double-blind, Randomised, Placebo-controlled, Parallel Group Study to Evaluate the Efficacy and Safety of Oral Administration of Nepadutant in Infant Colic;Completed;;Phase 2;115;Actual;Menarini Group;;3;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T15:58:18Z;2020-06-01T15:58:18Z;Munich;3651503;Study Chair;Sibylle Koletzko, MD;Dr. v. Haunersches Kinderspital Ludwig Maximilians University D- 80337 München, Germany;Placebo matching Nepadutant oral solution | Nepadutant oral solution | Nepadutant oral solution;63686162;9;40;2;2010;2020-05-29;37;TRUE;16;FALSE;FALSE;;20;;Weeks;1;5;
NCT01257360;ClinicalTrials.gov processed this data on May 29, 2020;2010-12-01;;;2016-01-12;2010-12-08;2010-12-09;Estimate;;;;;;;2016-01-12;2016-01-13;Estimate;December 2010;;2010-12-31;January 2016;2016-01-31;July 2016;Anticipated;2016-07-31;January 2016;Actual;2016-01-31;;Interventional;NEO-RIT;;Panitumumab in Combination With Radiotherapy in Patients With Locally Advanced RAS Wildtype Rectal Cancer (Clinical Stages II and III);NEO-RIT - Panitumumab in Combination With Radiotherapy in Patients With Locally Advanced RAS Wildtype Rectal Cancer (Clinical Stages II and III);Unknown status;;Phase 2;59;Actual;WiSP Wissenschaftlicher Service Pharma GmbH;;;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T15:58:30Z;2020-06-01T15:58:30Z;Mannheim;3651637;Principal Investigator;Ralf Hofheinz, Prof. Dr. med.;Tagestherapiezentrum am ITM & III. Medizinische Klinik, Universitätsmedizin Mannheim;Panitumumab | Radiation of the pelvis;63686224;5;;;2010;2020-05-29;61;FALSE;;FALSE;FALSE;18;;Years;;1;6;
NCT01252459;ClinicalTrials.gov processed this data on May 29, 2020;2010-12-02;;;2010-12-15;2010-12-02;2010-12-03;Estimate;;;;;;;2010-12-15;2010-12-16;Estimate;July 2011;;2011-07-31;December 2010;2010-12-31;July 2014;Anticipated;2014-07-31;July 2013;Anticipated;2013-07-31;;Interventional;GLIAA;;Amino-acid PET Versus MRI Guided Re-irradiation in Patients With Recurrent Glioblastoma Multiforme;Amino-acid PET Versus MRI Guided Re-irradiation in Patients With Recurrent Glioblastoma Multiforme - a Randomised Phase II Trial;Unknown status;;Phase 2;200;Anticipated;University Hospital Freiburg;;2;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T15:59:52Z;2020-06-01T15:59:52Z;Freiburg;3652011;Study Chair;Anca-Ligia Grosu, Prof. Dr. med.;Department of Radiotherapy, University Hospital Freiburg;Radiation Therapy | Radiation Therapy;63686594;1;;;2010;2020-05-29;;FALSE;;FALSE;TRUE;18;;Years;;1;7;
NCT01249638;ClinicalTrials.gov processed this data on May 29, 2020;2010-11-29;;;2011-03-11;2010-11-29;2010-11-30;Estimate;;;;;;;2011-03-11;2011-03-14;Estimate;December 2010;;2010-12-31;November 2010;2010-11-30;December 2016;Anticipated;2016-12-31;December 2013;Anticipated;2013-12-31;;Interventional;;;Cap+Bev vs Cap+Iri+Bev 1st-line Therapy in mCRC;Randomized, Open, Multicenter Phase III Study With Capecitabine Plus Bevacizumab Versus Capecitabine Plus Irinotecan Plus Bevacizumab as First-line Therapy in Patients With Metastatic Colorectal Cancer;Unknown status;;Phase 3;516;Anticipated;Ludwig-Maximilians - University of Munich;;2;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T16:00:57Z;2020-06-01T16:00:57Z;Munich;3652229;Principal Investigator;Volker Heinemann, Prof. Dr. med.;University of Munich - Klinikum der Universitaet Muenchen;Capecitabine | Bevacizumab | Capecitabine | Irinotecan | Bevacizumab;63686808;1;;;2010;2020-05-29;;FALSE;;FALSE;TRUE;18;;Years;;1;1;
